3 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
3703 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
3703 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
3704 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
3704 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
3705 | nucleus | nucleolus | nuclear-envelope | carbon skeleton 
3707 | capsule | cell wall | cisternal space | aqueous solution 
3711 | nucleus | nucleolus | capsule | cell wall 
3714 | carboxyl group | hydrogen atom | cisternal space | aqueous solution 
3715 | carboxyl group | oxygen atom | cisternal space | aqueous solution 
3716 | carboxyl group | oxygen atom | cisternal space | aqueous solution 
3721 | carboxyl group | hydrogen atom | membrane | carbon skeleton 
3722 | carboxyl group | oxygen atom | membrane | carbon skeleton 
3723 | carboxyl group | oxygen atom | membrane | carbon skeleton 
3731 | amino group | nitrogen atom | tertiary protein structure | hydrogen-bond 
3731 | amino group | nitrogen atom | tertiary protein structure | van der waals interaction 
3731 | amino group | nitrogen atom | tertiary protein structure | hydrophobic interaction 
3731 | amino group | nitrogen atom | tertiary protein structure | secondary structure 
3732 | amino group | hydrogen atom | tertiary protein structure | hydrogen-bond 
3732 | amino group | hydrogen atom | tertiary protein structure | van der waals interaction 
3732 | amino group | hydrogen atom | tertiary protein structure | hydrophobic interaction 
3732 | amino group | hydrogen atom | tertiary protein structure | secondary structure 
3734 | nucleus | nucleolus | secondary structure | primary structure 
3734 | nucleus | nucleolus | secondary structure | hydrogen-bond 
3735 | orbital | electron | second electron-shell | first electron-shell 
3749 | hydration shell | water molecule | second electron-shell | first electron-shell 
3750 | hydration shell | water molecule | second electron-shell | first electron-shell 
3751 | second electron-shell | first electron-shell | chloroplast | stroma 
3761 | sulfhydryl group | sulfur atom | capsule | cell wall 
3762 | sulfhydryl group | hydrogen atom | capsule | cell wall 
3764 | thylakoid space | aqueous solution | capsule | cell wall 
3765 | thylakoid space | aqueous solution | capsule | cell wall 
3767 | amyloplast | starch | capsule | cell wall 
3772 | extra cellular matrix | motor protein | tertiary protein structure | hydrogen-bond 
3772 | extra cellular matrix | motor protein | tertiary protein structure | van der waals interaction 
3772 | extra cellular matrix | motor protein | tertiary protein structure | hydrophobic interaction 
3772 | extra cellular matrix | motor protein | tertiary protein structure | secondary structure 
3773 | extra cellular matrix | aqueous solution | tertiary protein structure | hydrogen-bond 
3773 | extra cellular matrix | aqueous solution | tertiary protein structure | van der waals interaction 
3773 | extra cellular matrix | aqueous solution | tertiary protein structure | hydrophobic interaction 
3773 | extra cellular matrix | aqueous solution | tertiary protein structure | secondary structure 
3779 | peroxisome | protein enzyme | secondary structure | primary structure 
3779 | peroxisome | protein enzyme | secondary structure | hydrogen-bond 
3780 | peroxisome | protein enzyme | secondary structure | primary structure 
3780 | peroxisome | protein enzyme | secondary structure | hydrogen-bond 
3781 | amyloplast | starch | first electron-shell | atomic nucleus 
3783 | chloroplast | stroma | secondary structure | primary structure 
3783 | chloroplast | stroma | secondary structure | hydrogen-bond 
3787 | leaf | oxygen molecule | nuclear-envelope | carbon skeleton 
3789 | cisternal space | aqueous solution | first electron-shell | atomic nucleus 
3795 | mitochondrial membrane | carbon skeleton | first electron-shell | atomic nucleus 
3798 | amyloplast | starch | membrane | carbon skeleton 
3799 | atomic nucleus | proton | chloroplast | stroma 
3806 | nuclear-envelope | carbon skeleton | nuclear-envelope | carbon skeleton 
3807 | amino group | nitrogen atom | thylakoid space | aqueous solution 
3807 | amino group | nitrogen atom | thylakoid space | aqueous solution 
3808 | amino group | hydrogen atom | thylakoid space | aqueous solution 
3808 | amino group | hydrogen atom | thylakoid space | aqueous solution 
3811 | phosphate group | oxygen atom | second electron-shell | first electron-shell 
3812 | phosphate group | phosphorus atom | second electron-shell | first electron-shell 
3813 | phosphate group | oxygen atom | second electron-shell | first electron-shell 
3814 | methyl group | hydrogen atom | membrane | carbon skeleton 
3823 | chloroplast | stroma | first electron-shell | atomic nucleus 
3824 | thylakoid space | aqueous solution | amyloplast | starch 
3825 | thylakoid space | aqueous solution | amyloplast | starch 
3826 | carbonyl group | oxygen atom | tertiary protein structure | hydrogen-bond 
3826 | carbonyl group | oxygen atom | tertiary protein structure | van der waals interaction 
3826 | carbonyl group | oxygen atom | tertiary protein structure | hydrophobic interaction 
3826 | carbonyl group | oxygen atom | tertiary protein structure | secondary structure 
3829 | thylakoid space | aqueous solution | capsule | cell wall 
3830 | thylakoid space | aqueous solution | capsule | cell wall 
3835 | stroma | ribosome | membrane | carbon skeleton 
3836 | stroma | protein enzyme | membrane | carbon skeleton 
3837 | stroma | protein enzyme | membrane | carbon skeleton 
3838 | stroma | MRNA | membrane | carbon skeleton 
3839 | ER membrane | carbon skeleton | first electron-shell | atomic nucleus 
3840 | ER membrane | cisternal space | first electron-shell | atomic nucleus 
3842 | atomic nucleus | proton | secondary structure | primary structure 
3842 | atomic nucleus | proton | secondary structure | hydrogen-bond 
3843 | cisternal space | aqueous solution | membrane | carbon skeleton 
3848 | amyloplast | starch | thylakoid space | aqueous solution 
3848 | amyloplast | starch | thylakoid space | aqueous solution 
3852 | carboxyl group | hydrogen atom | secondary structure | primary structure 
3852 | carboxyl group | hydrogen atom | secondary structure | hydrogen-bond 
3853 | carboxyl group | oxygen atom | secondary structure | primary structure 
3853 | carboxyl group | oxygen atom | secondary structure | hydrogen-bond 
3854 | carboxyl group | oxygen atom | secondary structure | primary structure 
3854 | carboxyl group | oxygen atom | secondary structure | hydrogen-bond 
3861 | cisternal space | aqueous solution | tertiary protein structure | hydrogen-bond 
3861 | cisternal space | aqueous solution | tertiary protein structure | van der waals interaction 
3861 | cisternal space | aqueous solution | tertiary protein structure | hydrophobic interaction 
3861 | cisternal space | aqueous solution | tertiary protein structure | secondary structure 
3868 | thylakoid space | aqueous solution | tertiary protein structure | hydrogen-bond 
3868 | thylakoid space | aqueous solution | tertiary protein structure | van der waals interaction 
3868 | thylakoid space | aqueous solution | tertiary protein structure | hydrophobic interaction 
3868 | thylakoid space | aqueous solution | tertiary protein structure | secondary structure 
3869 | thylakoid space | aqueous solution | tertiary protein structure | hydrogen-bond 
3869 | thylakoid space | aqueous solution | tertiary protein structure | van der waals interaction 
3869 | thylakoid space | aqueous solution | tertiary protein structure | hydrophobic interaction 
3869 | thylakoid space | aqueous solution | tertiary protein structure | secondary structure 
3878 | carboxyl group | hydrogen atom | capsule | cell wall 
3879 | carboxyl group | oxygen atom | capsule | cell wall 
3880 | carboxyl group | oxygen atom | capsule | cell wall 
3883 | leaf | oxygen molecule | membrane | carbon skeleton 
3884 | capsule | cell wall | chloroplast | stroma 
3897 | orbital | electron | amyloplast | starch 
3898 | glyoxysome | protein enzyme | membrane | carbon skeleton 
3899 | glyoxysome | protein enzyme | membrane | carbon skeleton 
3905 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
3905 | second electron-shell | first electron-shell | thylakoid space | aqueous solution 
3907 | chloroplast | stroma | chloroplast | stroma 
3911 | tertiary protein structure | hydrogen-bond | amyloplast | starch 
3912 | tertiary protein structure | van der waals interaction | amyloplast | starch 
3913 | tertiary protein structure | hydrophobic interaction | amyloplast | starch 
3914 | tertiary protein structure | secondary structure | amyloplast | starch 
3915 | chloroplast | stroma | membrane | carbon skeleton 
3916 | membrane | carbon skeleton | nuclear-envelope | carbon skeleton 
3924 | leaf | oxygen molecule | membrane | carbon skeleton 
3925 | nuclear-envelope | carbon skeleton | chloroplast | stroma 
3931 | hydration shell | water molecule | nuclear-envelope | carbon skeleton 
3932 | hydration shell | water molecule | nuclear-envelope | carbon skeleton 
3936 | thylakoid space | aqueous solution | capsule | cell wall 
3937 | thylakoid space | aqueous solution | capsule | cell wall 
3938 | carbonyl group | oxygen atom | first electron-shell | atomic nucleus 
3941 | cisternal space | aqueous solution | capsule | cell wall 
3942 | sulfhydryl group | sulfur atom | cisternal space | aqueous solution 
3943 | sulfhydryl group | hydrogen atom | cisternal space | aqueous solution 
3952 | carboxyl group | hydrogen atom | chloroplast | stroma 
3953 | carboxyl group | oxygen atom | chloroplast | stroma 
3954 | carboxyl group | oxygen atom | chloroplast | stroma 
3955 | thylakoid space | aqueous solution | cisternal space | aqueous solution 
3956 | thylakoid space | aqueous solution | cisternal space | aqueous solution 
3965 | phosphate group | oxygen atom | membrane | carbon skeleton 
3966 | phosphate group | phosphorus atom | membrane | carbon skeleton 
3967 | phosphate group | oxygen atom | membrane | carbon skeleton 
3970 | hydration shell | water molecule | second electron-shell | first electron-shell 
3971 | hydration shell | water molecule | second electron-shell | first electron-shell 
3974 | atomic nucleus | proton | capsule | cell wall 
3977 | peroxisome | protein enzyme | tertiary protein structure | hydrogen-bond 
3977 | peroxisome | protein enzyme | tertiary protein structure | van der waals interaction 
3977 | peroxisome | protein enzyme | tertiary protein structure | hydrophobic interaction 
3977 | peroxisome | protein enzyme | tertiary protein structure | secondary structure 
3978 | peroxisome | protein enzyme | tertiary protein structure | hydrogen-bond 
3978 | peroxisome | protein enzyme | tertiary protein structure | van der waals interaction 
3978 | peroxisome | protein enzyme | tertiary protein structure | hydrophobic interaction 
3978 | peroxisome | protein enzyme | tertiary protein structure | secondary structure 
3982 | carbonyl group | oxygen atom | second electron-shell | first electron-shell 
3987 | secondary structure | primary structure | thylakoid space | aqueous solution 
3987 | secondary structure | primary structure | thylakoid space | aqueous solution 
3988 | secondary structure | hydrogen-bond | thylakoid space | aqueous solution 
3988 | secondary structure | hydrogen-bond | thylakoid space | aqueous solution 
3989 | second electron-shell | first electron-shell | cisternal space | aqueous solution 
3990 | secondary structure | primary structure | nuclear-envelope | carbon skeleton 
3991 | secondary structure | hydrogen-bond | nuclear-envelope | carbon skeleton 
3993 | leaf | oxygen molecule | cisternal space | aqueous solution 
3994 | glyoxysome | protein enzyme | capsule | cell wall 
3995 | glyoxysome | protein enzyme | capsule | cell wall 
4005 | carbonyl group | oxygen atom | tertiary protein structure | hydrogen-bond 
4005 | carbonyl group | oxygen atom | tertiary protein structure | van der waals interaction 
4005 | carbonyl group | oxygen atom | tertiary protein structure | hydrophobic interaction 
4005 | carbonyl group | oxygen atom | tertiary protein structure | secondary structure 
4006 | phosphate group | oxygen atom | secondary structure | primary structure 
4006 | phosphate group | oxygen atom | secondary structure | hydrogen-bond 
4007 | phosphate group | phosphorus atom | secondary structure | primary structure 
4007 | phosphate group | phosphorus atom | secondary structure | hydrogen-bond 
4008 | phosphate group | oxygen atom | secondary structure | primary structure 
4008 | phosphate group | oxygen atom | secondary structure | hydrogen-bond 
4009 | nuclear-envelope | carbon skeleton | chloroplast | stroma 
4013 | leaf | oxygen molecule | amyloplast | starch 
4022 | glyoxysome | protein enzyme | membrane | carbon skeleton 
4023 | glyoxysome | protein enzyme | membrane | carbon skeleton 
4024 | carboxyl group | hydrogen atom | chloroplast | stroma 
4025 | carboxyl group | oxygen atom | chloroplast | stroma 
4026 | carboxyl group | oxygen atom | chloroplast | stroma 
4030 | membrane | carbon skeleton | second electron-shell | first electron-shell 
4036 | second electron-shell | first electron-shell | cisternal space | aqueous solution 
4041 | atomic nucleus | proton | second electron-shell | first electron-shell 
4044 | tertiary protein structure | hydrogen-bond | cisternal space | aqueous solution 
4045 | tertiary protein structure | van der waals interaction | cisternal space | aqueous solution 
4046 | tertiary protein structure | hydrophobic interaction | cisternal space | aqueous solution 
4047 | tertiary protein structure | secondary structure | cisternal space | aqueous solution 
4051 | chloroplast | stroma | second electron-shell | first electron-shell 
4056 | second electron-shell | first electron-shell | cisternal space | aqueous solution 
4059 | second electron-shell | first electron-shell | capsule | cell wall 
4063 | hydration shell | water molecule | chloroplast | stroma 
4064 | hydration shell | water molecule | chloroplast | stroma 
4065 | glyoxysome | protein enzyme | nuclear-envelope | carbon skeleton 
4066 | glyoxysome | protein enzyme | nuclear-envelope | carbon skeleton 
4069 | carboxyl group | hydrogen atom | membrane | carbon skeleton 
4070 | carboxyl group | oxygen atom | membrane | carbon skeleton 
4071 | carboxyl group | oxygen atom | membrane | carbon skeleton 
4074 | mitochondrial membrane | carbon skeleton | capsule | cell wall 
4095 | glyoxysome | protein enzyme | amyloplast | starch 
4096 | glyoxysome | protein enzyme | amyloplast | starch 
4112 | leaf | oxygen molecule | amyloplast | starch 
4113 | sulfhydryl group | sulfur atom | nuclear-envelope | carbon skeleton 
4114 | sulfhydryl group | hydrogen atom | nuclear-envelope | carbon skeleton 
4122 | first electron-shell | atomic nucleus | first electron-shell | atomic nucleus 
4123 | nucleus | nucleolus | nuclear-envelope | carbon skeleton 
4131 | atomic nucleus | proton | first electron-shell | atomic nucleus 
4132 | cisternal space | aqueous solution | thylakoid space | aqueous solution 
4132 | cisternal space | aqueous solution | thylakoid space | aqueous solution 
4150 | membrane | carbon skeleton | chloroplast | stroma 
4155 | atomic nucleus | proton | membrane | carbon skeleton 
4156 | ER membrane | carbon skeleton | chloroplast | stroma 
4157 | ER membrane | cisternal space | chloroplast | stroma 
4158 | first electron-shell | atomic nucleus | capsule | cell wall 
4159 | second electron-shell | first electron-shell | cisternal space | aqueous solution 
4160 | second electron-shell | first electron-shell | capsule | cell wall 
4164 | mitochondrial matrix | aqueous solution | first electron-shell | atomic nucleus 
4165 | mitochondrial matrix | protein enzyme | first electron-shell | atomic nucleus 
4166 | mitochondrial matrix | ribosome | first electron-shell | atomic nucleus 
4172 | chloroplast | stroma | capsule | cell wall 
4173 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
4173 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
4173 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
4173 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
4174 | glyoxysome | protein enzyme | tertiary protein structure | hydrogen-bond 
4174 | glyoxysome | protein enzyme | tertiary protein structure | van der waals interaction 
4174 | glyoxysome | protein enzyme | tertiary protein structure | hydrophobic interaction 
4174 | glyoxysome | protein enzyme | tertiary protein structure | secondary structure 
4175 | sulfhydryl group | sulfur atom | chloroplast | stroma 
4176 | sulfhydryl group | hydrogen atom | chloroplast | stroma 
4188 | hydroxyl group | hydrogen atom | capsule | cell wall 
4189 | hydroxyl group | oxygen atom | capsule | cell wall 
4191 | capsule | cell wall | cisternal space | aqueous solution 
4192 | phosphate group | oxygen atom | nuclear-envelope | carbon skeleton 
4193 | phosphate group | phosphorus atom | nuclear-envelope | carbon skeleton 
4194 | phosphate group | oxygen atom | nuclear-envelope | carbon skeleton 
4195 | stroma | ribosome | thylakoid space | aqueous solution 
4195 | stroma | ribosome | thylakoid space | aqueous solution 
4196 | stroma | protein enzyme | thylakoid space | aqueous solution 
4196 | stroma | protein enzyme | thylakoid space | aqueous solution 
4197 | stroma | protein enzyme | thylakoid space | aqueous solution 
4197 | stroma | protein enzyme | thylakoid space | aqueous solution 
4198 | stroma | MRNA | thylakoid space | aqueous solution 
4198 | stroma | MRNA | thylakoid space | aqueous solution 
4201 | membrane | carbon skeleton | thylakoid space | aqueous solution 
4201 | membrane | carbon skeleton | thylakoid space | aqueous solution 
4202 | chloroplast membrane | carbon skeleton | first electron-shell | atomic nucleus 
4203 | chloroplast membrane | carbon skeleton | first electron-shell | atomic nucleus 
4204 | amyloplast | starch | thylakoid space | aqueous solution 
4204 | amyloplast | starch | thylakoid space | aqueous solution 
4212 | chloroplast | stroma | cisternal space | aqueous solution 
4218 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
4219 | extra cellular matrix | aqueous solution | nuclear-envelope | carbon skeleton 
4220 | capsule | cell wall | first electron-shell | atomic nucleus 
4221 | mitochondrial matrix | aqueous solution | secondary structure | primary structure 
4221 | mitochondrial matrix | aqueous solution | secondary structure | hydrogen-bond 
4222 | mitochondrial matrix | protein enzyme | secondary structure | primary structure 
4222 | mitochondrial matrix | protein enzyme | secondary structure | hydrogen-bond 
4223 | mitochondrial matrix | ribosome | secondary structure | primary structure 
4223 | mitochondrial matrix | ribosome | secondary structure | hydrogen-bond 
4224 | mitochondrial matrix | aqueous solution | thylakoid space | aqueous solution 
4224 | mitochondrial matrix | aqueous solution | thylakoid space | aqueous solution 
4225 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
4225 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
4226 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
4226 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
4227 | tertiary protein structure | hydrogen-bond | chloroplast | stroma 
4228 | tertiary protein structure | van der waals interaction | chloroplast | stroma 
4229 | tertiary protein structure | hydrophobic interaction | chloroplast | stroma 
4230 | tertiary protein structure | secondary structure | chloroplast | stroma 
4235 | carboxyl group | hydrogen atom | amyloplast | starch 
4236 | carboxyl group | oxygen atom | amyloplast | starch 
4237 | carboxyl group | oxygen atom | amyloplast | starch 
4238 | second electron-shell | first electron-shell | first electron-shell | atomic nucleus 
4244 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4244 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4245 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4245 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4249 | chloroplast | stroma | tertiary protein structure | hydrogen-bond 
4249 | chloroplast | stroma | tertiary protein structure | van der waals interaction 
4249 | chloroplast | stroma | tertiary protein structure | hydrophobic interaction 
4249 | chloroplast | stroma | tertiary protein structure | secondary structure 
4258 | amyloplast | starch | amyloplast | starch 
4275 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4275 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4276 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4276 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4285 | atomic nucleus | proton | cisternal space | aqueous solution 
4286 | capsule | cell wall | thylakoid space | aqueous solution 
4286 | capsule | cell wall | thylakoid space | aqueous solution 
4287 | carbonyl group | oxygen atom | amyloplast | starch 
4290 | chloroplast | stroma | second electron-shell | first electron-shell 
4301 | cisternal space | aqueous solution | thylakoid space | aqueous solution 
4301 | cisternal space | aqueous solution | thylakoid space | aqueous solution 
4306 | amyloplast | starch | tertiary protein structure | hydrogen-bond 
4306 | amyloplast | starch | tertiary protein structure | van der waals interaction 
4306 | amyloplast | starch | tertiary protein structure | hydrophobic interaction 
4306 | amyloplast | starch | tertiary protein structure | secondary structure 
4307 | membrane | carbon skeleton | first electron-shell | atomic nucleus 
4308 | peroxisome | protein enzyme | first electron-shell | atomic nucleus 
4309 | peroxisome | protein enzyme | first electron-shell | atomic nucleus 
4312 | mitochondrial membrane | carbon skeleton | capsule | cell wall 
4313 | hydroxyl group | hydrogen atom | nuclear-envelope | carbon skeleton 
4314 | hydroxyl group | oxygen atom | nuclear-envelope | carbon skeleton 
4317 | carboxyl group | hydrogen atom | membrane | carbon skeleton 
4318 | carboxyl group | oxygen atom | membrane | carbon skeleton 
4319 | carboxyl group | oxygen atom | membrane | carbon skeleton 
4320 | mitochondrial membrane | carbon skeleton | capsule | cell wall 
4332 | extra cellular matrix | motor protein | amyloplast | starch 
4333 | extra cellular matrix | aqueous solution | amyloplast | starch 
4341 | hydration shell | water molecule | thylakoid space | aqueous solution 
4341 | hydration shell | water molecule | thylakoid space | aqueous solution 
4342 | hydration shell | water molecule | thylakoid space | aqueous solution 
4342 | hydration shell | water molecule | thylakoid space | aqueous solution 
4347 | stroma | ribosome | cisternal space | aqueous solution 
4348 | stroma | protein enzyme | cisternal space | aqueous solution 
4349 | stroma | protein enzyme | cisternal space | aqueous solution 
4350 | stroma | MRNA | cisternal space | aqueous solution 
4351 | ER membrane | carbon skeleton | cisternal space | aqueous solution 
4352 | ER membrane | cisternal space | cisternal space | aqueous solution 
4355 | second electron-shell | first electron-shell | amyloplast | starch 
4362 | secondary structure | primary structure | second electron-shell | first electron-shell 
4363 | secondary structure | hydrogen-bond | second electron-shell | first electron-shell 
4365 | thylakoid space | aqueous solution | tertiary protein structure | hydrogen-bond 
4365 | thylakoid space | aqueous solution | tertiary protein structure | van der waals interaction 
4365 | thylakoid space | aqueous solution | tertiary protein structure | hydrophobic interaction 
4365 | thylakoid space | aqueous solution | tertiary protein structure | secondary structure 
4366 | thylakoid space | aqueous solution | tertiary protein structure | hydrogen-bond 
4366 | thylakoid space | aqueous solution | tertiary protein structure | van der waals interaction 
4366 | thylakoid space | aqueous solution | tertiary protein structure | hydrophobic interaction 
4366 | thylakoid space | aqueous solution | tertiary protein structure | secondary structure 
4370 | extra cellular matrix | motor protein | thylakoid space | aqueous solution 
4370 | extra cellular matrix | motor protein | thylakoid space | aqueous solution 
4371 | extra cellular matrix | aqueous solution | thylakoid space | aqueous solution 
4371 | extra cellular matrix | aqueous solution | thylakoid space | aqueous solution 
4375 | nucleus | nucleolus | amyloplast | starch 
4382 | mitochondrial membrane | carbon skeleton | first electron-shell | atomic nucleus 
4383 | mitochondrial matrix | aqueous solution | nuclear-envelope | carbon skeleton 
4384 | mitochondrial matrix | protein enzyme | nuclear-envelope | carbon skeleton 
4385 | mitochondrial matrix | ribosome | nuclear-envelope | carbon skeleton 
4391 | nucleus | nucleolus | nuclear-envelope | carbon skeleton 
4398 | chloroplast | stroma | amyloplast | starch 
4399 | methyl group | hydrogen atom | membrane | carbon skeleton 
4410 | nuclear-envelope | carbon skeleton | cisternal space | aqueous solution 
4414 | mitochondrial matrix | aqueous solution | chloroplast | stroma 
4415 | mitochondrial matrix | protein enzyme | chloroplast | stroma 
4416 | mitochondrial matrix | ribosome | chloroplast | stroma 
4424 | hydration shell | water molecule | chloroplast | stroma 
4425 | hydration shell | water molecule | chloroplast | stroma 
4431 | tertiary protein structure | hydrogen-bond | secondary structure | primary structure 
4431 | tertiary protein structure | hydrogen-bond | secondary structure | hydrogen-bond 
4432 | tertiary protein structure | van der waals interaction | secondary structure | primary structure 
4432 | tertiary protein structure | van der waals interaction | secondary structure | hydrogen-bond 
4433 | tertiary protein structure | hydrophobic interaction | secondary structure | primary structure 
4433 | tertiary protein structure | hydrophobic interaction | secondary structure | hydrogen-bond 
4434 | tertiary protein structure | secondary structure | secondary structure | primary structure 
4434 | tertiary protein structure | secondary structure | secondary structure | hydrogen-bond 
4435 | stroma | ribosome | amyloplast | starch 
4436 | stroma | protein enzyme | amyloplast | starch 
4437 | stroma | protein enzyme | amyloplast | starch 
4438 | stroma | MRNA | amyloplast | starch 
4439 | ER membrane | carbon skeleton | tertiary protein structure | hydrogen-bond 
4439 | ER membrane | carbon skeleton | tertiary protein structure | van der waals interaction 
4439 | ER membrane | carbon skeleton | tertiary protein structure | hydrophobic interaction 
4439 | ER membrane | carbon skeleton | tertiary protein structure | secondary structure 
4440 | ER membrane | cisternal space | tertiary protein structure | hydrogen-bond 
4440 | ER membrane | cisternal space | tertiary protein structure | van der waals interaction 
4440 | ER membrane | cisternal space | tertiary protein structure | hydrophobic interaction 
4440 | ER membrane | cisternal space | tertiary protein structure | secondary structure 
4451 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4451 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4452 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4452 | peroxisome | protein enzyme | thylakoid space | aqueous solution 
4453 | atomic nucleus | proton | secondary structure | primary structure 
4453 | atomic nucleus | proton | secondary structure | hydrogen-bond 
4472 | phosphate group | oxygen atom | nuclear-envelope | carbon skeleton 
4473 | phosphate group | phosphorus atom | nuclear-envelope | carbon skeleton 
4474 | phosphate group | oxygen atom | nuclear-envelope | carbon skeleton 
4480 | stroma | ribosome | nuclear-envelope | carbon skeleton 
4481 | stroma | protein enzyme | nuclear-envelope | carbon skeleton 
4482 | stroma | protein enzyme | nuclear-envelope | carbon skeleton 
4483 | stroma | MRNA | nuclear-envelope | carbon skeleton 
4493 | tertiary protein structure | hydrogen-bond | first electron-shell | atomic nucleus 
4494 | tertiary protein structure | van der waals interaction | first electron-shell | atomic nucleus 
4495 | tertiary protein structure | hydrophobic interaction | first electron-shell | atomic nucleus 
4496 | tertiary protein structure | secondary structure | first electron-shell | atomic nucleus 
4497 | ER membrane | carbon skeleton | membrane | carbon skeleton 
4498 | ER membrane | cisternal space | membrane | carbon skeleton 
4501 | phosphate group | oxygen atom | secondary structure | primary structure 
4501 | phosphate group | oxygen atom | secondary structure | hydrogen-bond 
4502 | phosphate group | phosphorus atom | secondary structure | primary structure 
4502 | phosphate group | phosphorus atom | secondary structure | hydrogen-bond 
4503 | phosphate group | oxygen atom | secondary structure | primary structure 
4503 | phosphate group | oxygen atom | secondary structure | hydrogen-bond 
4504 | peroxisome | protein enzyme | membrane | carbon skeleton 
4505 | peroxisome | protein enzyme | membrane | carbon skeleton 
4516 | membrane | carbon skeleton | chloroplast | stroma 
4517 | mitochondrial matrix | aqueous solution | thylakoid space | aqueous solution 
4517 | mitochondrial matrix | aqueous solution | thylakoid space | aqueous solution 
4518 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
4518 | mitochondrial matrix | protein enzyme | thylakoid space | aqueous solution 
4519 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
4519 | mitochondrial matrix | ribosome | thylakoid space | aqueous solution 
4520 | methyl group | hydrogen atom | nuclear-envelope | carbon skeleton 
4521 | thylakoid space | aqueous solution | cisternal space | aqueous solution 
4522 | thylakoid space | aqueous solution | cisternal space | aqueous solution 
4525 | nucleus | nucleolus | thylakoid space | aqueous solution 
4525 | nucleus | nucleolus | thylakoid space | aqueous solution 
4527 | nuclear-envelope | carbon skeleton | amyloplast | starch 
4528 | mitochondrial matrix | aqueous solution | membrane | carbon skeleton 
4529 | mitochondrial matrix | protein enzyme | membrane | carbon skeleton 
4530 | mitochondrial matrix | ribosome | membrane | carbon skeleton 
4531 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4531 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4532 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4532 | thylakoid space | aqueous solution | thylakoid space | aqueous solution 
4538 | atomic nucleus | proton | amyloplast | starch 
4539 | sulfhydryl group | sulfur atom | nuclear-envelope | carbon skeleton 
4540 | sulfhydryl group | hydrogen atom | nuclear-envelope | carbon skeleton 
4542 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4542 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4543 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4543 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4551 | nucleus | nucleolus | nuclear-envelope | carbon skeleton 
4562 | stroma | ribosome | first electron-shell | atomic nucleus 
4563 | stroma | protein enzyme | first electron-shell | atomic nucleus 
4564 | stroma | protein enzyme | first electron-shell | atomic nucleus 
4565 | stroma | MRNA | first electron-shell | atomic nucleus 
4569 | methyl group | hydrogen atom | nuclear-envelope | carbon skeleton 
4575 | tertiary protein structure | hydrogen-bond | first electron-shell | atomic nucleus 
4576 | tertiary protein structure | van der waals interaction | first electron-shell | atomic nucleus 
4577 | tertiary protein structure | hydrophobic interaction | first electron-shell | atomic nucleus 
4578 | tertiary protein structure | secondary structure | first electron-shell | atomic nucleus 
4579 | nuclear-envelope | carbon skeleton | first electron-shell | atomic nucleus 
4587 | cisternal space | aqueous solution | second electron-shell | first electron-shell 
4588 | secondary structure | primary structure | chloroplast | stroma 
4589 | secondary structure | hydrogen-bond | chloroplast | stroma 
4590 | chloroplast membrane | carbon skeleton | secondary structure | primary structure 
4590 | chloroplast membrane | carbon skeleton | secondary structure | hydrogen-bond 
4591 | chloroplast membrane | carbon skeleton | secondary structure | primary structure 
4591 | chloroplast membrane | carbon skeleton | secondary structure | hydrogen-bond 
