0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
14301 | ethyl alcohol | polar covalent bond | water molecule | polar covalent bond 
14302 | ethyl alcohol | polar covalent bond | water molecule | polar covalent bond 
14302 | ethyl alcohol | polar covalent bond | water molecule | polar covalent bond 
14303 | ribulose bisphosphate | double bond | alpha tubulin | peptide linkage 
14303 | ribulose bisphosphate | double bond | alpha tubulin | kinetic energy 
14304 | ribulose bisphosphate | polar covalent bond | alpha tubulin | peptide linkage 
14304 | ribulose bisphosphate | polar covalent bond | alpha tubulin | kinetic energy 
14305 | ionic compound | ionic attraction | intermediate filament | kinetic energy 
14305 | ionic compound | ionic attraction | intermediate filament | covalent bond 
14306 | alanine | kinetic energy | phospholipid | kinetic energy 
14306 | alanine | kinetic energy | phospholipid | ester linkage 
14307 | alanine | nonpolar covalent bond | phospholipid | kinetic energy 
14307 | alanine | nonpolar covalent bond | phospholipid | ester linkage 
14308 | glycolipid | kinetic energy | unsaturated fatty acid | kinetic energy 
14309 | nonpolar molecule | covalent bond | ATP | kinetic energy 
14309 | nonpolar molecule | covalent bond | ATP | double bond 
14309 | nonpolar molecule | covalent bond | ATP | single bond 
14310 | beta tubulin | kinetic energy | chlorophyll B | double bond 
14310 | beta tubulin | kinetic energy | chlorophyll B | kinetic energy 
14310 | beta tubulin | kinetic energy | chlorophyll B | single bond 
14311 | beta tubulin | peptide linkage | chlorophyll B | double bond 
14311 | beta tubulin | peptide linkage | chlorophyll B | kinetic energy 
14311 | beta tubulin | peptide linkage | chlorophyll B | single bond 
14312 | MRNA | phosphodiester bond | DNA | phosphodiester bond 
14313 | MRNA | double bond | DNA | phosphodiester bond 
14314 | MRNA | kinetic energy | DNA | phosphodiester bond 
14315 | methane | single bond | glucose | kinetic energy 
14315 | methane | single bond | glucose | double bond 
14315 | methane | single bond | glucose | polar covalent bond 
14316 | steroid | kinetic energy | hydrogen ion gradient | proton-motive force 
14317 | ketone | kinetic energy | carbon dioxide | polar covalent bond 
14317 | ketone | kinetic energy | carbon dioxide | double bond 
14318 | ketone | double bond | carbon dioxide | polar covalent bond 
14318 | ketone | double bond | carbon dioxide | double bond 
14319 | atom | kinetic energy | hydrophilic amino acid | single bond 
14320 | NADP Plus | kinetic energy | monosaccharide | double bond 
14320 | NADP Plus | kinetic energy | monosaccharide | polar covalent bond 
14321 | hydroxide ion | polar covalent bond | protein | peptide linkage 
14322 | oxidoreductase | covalent bond | aspartic acid | single bond 
14322 | oxidoreductase | covalent bond | aspartic acid | kinetic energy 
14323 | storage polysaccharide | kinetic energy | gradient | potential energy 
14324 | storage polysaccharide | polar covalent bond | gradient | potential energy 
14325 | storage polysaccharide | double bond | gradient | potential energy 
14326 | alpha tubulin | peptide linkage | integral protein | kinetic energy 
14327 | alpha tubulin | kinetic energy | integral protein | kinetic energy 
14328 | hydrogen ion gradient | proton-motive force | carbon dioxide | polar covalent bond 
14328 | hydrogen ion gradient | proton-motive force | carbon dioxide | double bond 
14329 | plant cell | turgor pressure | polypeptide | peptide linkage 
14330 | acidic amino acid | single bond | ice | hydrogen-bond 
14331 | hydroxide ion | polar covalent bond | gradient | potential energy 
14332 | peripheral protein | kinetic energy | hydrogen ion gradient | proton-motive force 
14333 | AMP | single bond | glycogen | polar covalent bond 
14333 | AMP | single bond | glycogen | kinetic energy 
14334 | AMP | double bond | glycogen | polar covalent bond 
14334 | AMP | double bond | glycogen | kinetic energy 
14335 | AMP | kinetic energy | glycogen | polar covalent bond 
14335 | AMP | kinetic energy | glycogen | kinetic energy 
14336 | polysaccharide | double bond | aquaporin | kinetic energy 
14337 | polysaccharide | polar covalent bond | aquaporin | kinetic energy 
14338 | polysaccharide | kinetic energy | aquaporin | kinetic energy 
14339 | polysaccharide | glycosidic linkage | aquaporin | kinetic energy 
14340 | alanine | kinetic energy | unsaturated fatty acid | kinetic energy 
14341 | alanine | nonpolar covalent bond | unsaturated fatty acid | kinetic energy 
14342 | glycine | nonpolar covalent bond | FADH2 | kinetic energy 
14343 | glycine | kinetic energy | FADH2 | kinetic energy 
14344 | P680 | kinetic energy | carbohydrate side chain | polar covalent bond 
14344 | P680 | kinetic energy | carbohydrate side chain | double bond 
14344 | P680 | kinetic energy | carbohydrate side chain | kinetic energy 
14345 | P680 | single bond | carbohydrate side chain | polar covalent bond 
14345 | P680 | single bond | carbohydrate side chain | double bond 
14345 | P680 | single bond | carbohydrate side chain | kinetic energy 
14346 | cellulose | double bond | transport membrane protein | kinetic energy 
14347 | cellulose | polar covalent bond | transport membrane protein | kinetic energy 
14348 | cellulose | kinetic energy | transport membrane protein | kinetic energy 
14349 | carboxylic acid | kinetic energy | proton pump | single bond 
14349 | carboxylic acid | kinetic energy | proton pump | double bond 
14349 | carboxylic acid | kinetic energy | proton pump | kinetic energy 
14349 | carboxylic acid | kinetic energy | proton pump | peptide linkage 
14350 | ketone | kinetic energy | ATP synthase | kinetic energy 
14350 | ketone | kinetic energy | ATP synthase | peptide linkage 
14351 | ketone | double bond | ATP synthase | kinetic energy 
14351 | ketone | double bond | ATP synthase | peptide linkage 
14352 | plastoquinone | kinetic energy | proton pump | single bond 
14352 | plastoquinone | kinetic energy | proton pump | double bond 
14352 | plastoquinone | kinetic energy | proton pump | kinetic energy 
14352 | plastoquinone | kinetic energy | proton pump | peptide linkage 
14353 | fatty acid | kinetic energy | transport membrane protein | kinetic energy 
14354 | AMP | single bond | amylopectin | double bond 
14355 | AMP | double bond | amylopectin | double bond 
14356 | AMP | kinetic energy | amylopectin | double bond 
14357 | beta tubulin | kinetic energy | sodium chloride | ionic attraction 
14358 | beta tubulin | peptide linkage | sodium chloride | ionic attraction 
14359 | hydrocarbon molecule | single bond | glucose | kinetic energy 
14359 | hydrocarbon molecule | single bond | glucose | double bond 
14359 | hydrocarbon molecule | single bond | glucose | polar covalent bond 
14360 | hydrocarbon molecule | kinetic energy | glucose | kinetic energy 
14360 | hydrocarbon molecule | kinetic energy | glucose | double bond 
14360 | hydrocarbon molecule | kinetic energy | glucose | polar covalent bond 
14361 | chitin | double bond | alpha tubulin | peptide linkage 
14361 | chitin | double bond | alpha tubulin | kinetic energy 
14362 | chitin | kinetic energy | alpha tubulin | peptide linkage 
14362 | chitin | kinetic energy | alpha tubulin | kinetic energy 
14363 | chitin | polar covalent bond | alpha tubulin | peptide linkage 
14363 | chitin | polar covalent bond | alpha tubulin | kinetic energy 
14364 | atom | kinetic energy | glycogen | polar covalent bond 
14364 | atom | kinetic energy | glycogen | kinetic energy 
14365 | FADH2 | kinetic energy | glycogen | polar covalent bond 
14365 | FADH2 | kinetic energy | glycogen | kinetic energy 
14366 | polypeptide | peptide linkage | gated Channel | kinetic energy 
14366 | polypeptide | peptide linkage | gated Channel | peptide linkage 
14367 | plant cell | turgor pressure | phospholipid | kinetic energy 
14367 | plant cell | turgor pressure | phospholipid | ester linkage 
14368 | oxidoreductase | covalent bond | glucose-6-phosphate | double bond 
14368 | oxidoreductase | covalent bond | glucose-6-phosphate | single bond 
14368 | oxidoreductase | covalent bond | glucose-6-phosphate | polar covalent bond 
14368 | oxidoreductase | covalent bond | glucose-6-phosphate | kinetic energy 
14369 | asparagine | kinetic energy | oxidoreductase | covalent bond 
14370 | asparagine | single bond | oxidoreductase | covalent bond 
14371 | dynein | kinetic energy | gated Channel | kinetic energy 
14371 | dynein | kinetic energy | gated Channel | peptide linkage 
14372 | P700 | single bond | tubulin | kinetic energy 
14373 | starch | kinetic energy | lysosomal enzyme | kinetic energy 
14374 | starch | double bond | lysosomal enzyme | kinetic energy 
14375 | fat molecule | ester linkage | beta tubulin | kinetic energy 
14375 | fat molecule | ester linkage | beta tubulin | peptide linkage 
14376 | fat molecule | chemical energy | beta tubulin | kinetic energy 
14376 | fat molecule | chemical energy | beta tubulin | peptide linkage 
14377 | microfilament | kinetic energy | triose | double bond 
14377 | microfilament | kinetic energy | triose | polar covalent bond 
14378 | methane | single bond | alpha tubulin | peptide linkage 
14378 | methane | single bond | alpha tubulin | kinetic energy 
14379 | RNA | phosphodiester bond | intermediate filament | kinetic energy 
14379 | RNA | phosphodiester bond | intermediate filament | covalent bond 
14380 | water molecule | polar covalent bond | ice | hydrogen-bond 
14381 | water molecule | polar covalent bond | ice | hydrogen-bond 
14382 | oligosaccharide | double bond | RNA | phosphodiester bond 
14383 | oligosaccharide | polar covalent bond | RNA | phosphodiester bond 
14384 | oligosaccharide | glycosidic linkage | RNA | phosphodiester bond 
14385 | ADP | single bond | methane | single bond 
14386 | ADP | kinetic energy | methane | single bond 
14387 | ADP | double bond | methane | single bond 
14388 | ATP synthase | kinetic energy | oxidoreductase | covalent bond 
14389 | ATP synthase | peptide linkage | oxidoreductase | covalent bond 
14390 | water molecule | polar covalent bond | amino acid | kinetic energy 
14391 | water molecule | polar covalent bond | amino acid | kinetic energy 
14392 | GTP | kinetic energy | P680 | kinetic energy 
14392 | GTP | kinetic energy | P680 | single bond 
14393 | GTP | double bond | P680 | kinetic energy 
14393 | GTP | double bond | P680 | single bond 
14394 | GTP | single bond | P680 | kinetic energy 
14394 | GTP | single bond | P680 | single bond 
14395 | dynein | kinetic energy | oxidoreductase | covalent bond 
14396 | protein | peptide linkage | saturated fatty acid | kinetic energy 
14396 | protein | peptide linkage | saturated fatty acid | single bond 
14397 | RNA | phosphodiester bond | aspartic acid | single bond 
14397 | RNA | phosphodiester bond | aspartic acid | kinetic energy 
14398 | sodium-potassium pump | kinetic energy | tyrosine | nonpolar covalent bond 
14398 | sodium-potassium pump | kinetic energy | tyrosine | polar covalent bond 
14398 | sodium-potassium pump | kinetic energy | tyrosine | kinetic energy 
14398 | sodium-potassium pump | kinetic energy | tyrosine | single bond 
14399 | sodium-potassium pump | double bond | tyrosine | nonpolar covalent bond 
14399 | sodium-potassium pump | double bond | tyrosine | polar covalent bond 
14399 | sodium-potassium pump | double bond | tyrosine | kinetic energy 
14399 | sodium-potassium pump | double bond | tyrosine | single bond 
14400 | sodium-potassium pump | single bond | tyrosine | nonpolar covalent bond 
14400 | sodium-potassium pump | single bond | tyrosine | polar covalent bond 
14400 | sodium-potassium pump | single bond | tyrosine | kinetic energy 
14400 | sodium-potassium pump | single bond | tyrosine | single bond 
14401 | sodium-potassium pump | peptide linkage | tyrosine | nonpolar covalent bond 
14401 | sodium-potassium pump | peptide linkage | tyrosine | polar covalent bond 
14401 | sodium-potassium pump | peptide linkage | tyrosine | kinetic energy 
14401 | sodium-potassium pump | peptide linkage | tyrosine | single bond 
14402 | starch | kinetic energy | RNA | phosphodiester bond 
14403 | starch | double bond | RNA | phosphodiester bond 
14404 | sucrose | kinetic energy | hydrophobic substance | nonpolar covalent bond 
14405 | sucrose | polar covalent bond | hydrophobic substance | nonpolar covalent bond 
14406 | sucrose | double bond | hydrophobic substance | nonpolar covalent bond 
14407 | 3 phosphoglycerate | kinetic energy | tubulin | kinetic energy 
14408 | 3 phosphoglycerate | double bond | tubulin | kinetic energy 
14409 | 3 phosphoglycerate | single bond | tubulin | kinetic energy 
14410 | 3 phosphoglycerate | double bond | tubulin | kinetic energy 
14411 | coenzyme A | kinetic energy | PGAP | double bond 
14411 | coenzyme A | kinetic energy | PGAP | single bond 
14411 | coenzyme A | kinetic energy | PGAP | double bond 
14411 | coenzyme A | kinetic energy | PGAP | kinetic energy 
14412 | tyrosine | nonpolar covalent bond | ethyl alcohol | polar covalent bond 
14412 | tyrosine | nonpolar covalent bond | ethyl alcohol | polar covalent bond 
14413 | tyrosine | polar covalent bond | ethyl alcohol | polar covalent bond 
14413 | tyrosine | polar covalent bond | ethyl alcohol | polar covalent bond 
14414 | tyrosine | kinetic energy | ethyl alcohol | polar covalent bond 
14414 | tyrosine | kinetic energy | ethyl alcohol | polar covalent bond 
14415 | tyrosine | single bond | ethyl alcohol | polar covalent bond 
14415 | tyrosine | single bond | ethyl alcohol | polar covalent bond 
14416 | monosaccharide | double bond | hexose | polar covalent bond 
14416 | monosaccharide | double bond | hexose | double bond 
14417 | monosaccharide | polar covalent bond | hexose | polar covalent bond 
14417 | monosaccharide | polar covalent bond | hexose | double bond 
14418 | DNA | phosphodiester bond | nonpolar molecule | covalent bond 
14419 | oxygen molecule | nonpolar covalent bond | electron | potential energy 
14420 | oxygen molecule | double bond | electron | potential energy 
14421 | cellulose | double bond | peripheral protein | kinetic energy 
14422 | cellulose | polar covalent bond | peripheral protein | kinetic energy 
14423 | cellulose | kinetic energy | peripheral protein | kinetic energy 
14424 | carotenoid | chemical bond | pyruvate | kinetic energy 
14425 | alpha tubulin | peptide linkage | ADP | single bond 
14425 | alpha tubulin | peptide linkage | ADP | kinetic energy 
14425 | alpha tubulin | peptide linkage | ADP | double bond 
14426 | alpha tubulin | kinetic energy | ADP | single bond 
14426 | alpha tubulin | kinetic energy | ADP | kinetic energy 
14426 | alpha tubulin | kinetic energy | ADP | double bond 
14427 | water molecule | polar covalent bond | motor protein | kinetic energy 
14428 | water molecule | polar covalent bond | motor protein | kinetic energy 
14429 | glucose | kinetic energy | glucose | kinetic energy 
14429 | glucose | kinetic energy | glucose | double bond 
14429 | glucose | kinetic energy | glucose | polar covalent bond 
14430 | glucose | double bond | glucose | kinetic energy 
14430 | glucose | double bond | glucose | double bond 
14430 | glucose | double bond | glucose | polar covalent bond 
14431 | glucose | polar covalent bond | glucose | kinetic energy 
14431 | glucose | polar covalent bond | glucose | double bond 
14431 | glucose | polar covalent bond | glucose | polar covalent bond 
14432 | ionic compound | ionic attraction | beta tubulin | kinetic energy 
14432 | ionic compound | ionic attraction | beta tubulin | peptide linkage 
14433 | tubulin | kinetic energy | gated Channel | kinetic energy 
14433 | tubulin | kinetic energy | gated Channel | peptide linkage 
14434 | sucrose | kinetic energy | amino acid | kinetic energy 
14435 | sucrose | polar covalent bond | amino acid | kinetic energy 
14436 | sucrose | double bond | amino acid | kinetic energy 
14437 | hydrocarbon molecule | single bond | ice | hydrogen-bond 
14438 | hydrocarbon molecule | kinetic energy | ice | hydrogen-bond 
14439 | carbon dioxide | polar covalent bond | monosaccharide | double bond 
14439 | carbon dioxide | polar covalent bond | monosaccharide | polar covalent bond 
14440 | carbon dioxide | double bond | monosaccharide | double bond 
14440 | carbon dioxide | double bond | monosaccharide | polar covalent bond 
14441 | hexose | polar covalent bond | hydroxide ion | polar covalent bond 
14442 | hexose | double bond | hydroxide ion | polar covalent bond 
14445 | tyrosine | nonpolar covalent bond | carrier protein | kinetic energy 
14445 | tyrosine | nonpolar covalent bond | carrier protein | peptide linkage 
14446 | tyrosine | polar covalent bond | carrier protein | kinetic energy 
14446 | tyrosine | polar covalent bond | carrier protein | peptide linkage 
14447 | tyrosine | kinetic energy | carrier protein | kinetic energy 
14447 | tyrosine | kinetic energy | carrier protein | peptide linkage 
14448 | tyrosine | single bond | carrier protein | kinetic energy 
14448 | tyrosine | single bond | carrier protein | peptide linkage 
14449 | disaccharide | double bond | rubisco | kinetic energy 
14449 | disaccharide | double bond | rubisco | disulfide bond 
14450 | disaccharide | polar covalent bond | rubisco | kinetic energy 
14450 | disaccharide | polar covalent bond | rubisco | disulfide bond 
14451 | disaccharide | kinetic energy | rubisco | kinetic energy 
14451 | disaccharide | kinetic energy | rubisco | disulfide bond 
14452 | disaccharide | glycosidic linkage | rubisco | kinetic energy 
14452 | disaccharide | glycosidic linkage | rubisco | disulfide bond 
14453 | aldehyde | kinetic energy | hydrophobic amino acid | nonpolar covalent bond 
14454 | hydrophobic substance | nonpolar covalent bond | ribulose bisphosphate | double bond 
14454 | hydrophobic substance | nonpolar covalent bond | ribulose bisphosphate | polar covalent bond 
14455 | P700 | single bond | NADH | kinetic energy 
14456 | carbohydrate | kinetic energy | saturated fatty acid | kinetic energy 
14456 | carbohydrate | kinetic energy | saturated fatty acid | single bond 
14457 | carbohydrate | double bond | saturated fatty acid | kinetic energy 
14457 | carbohydrate | double bond | saturated fatty acid | single bond 
14458 | carbohydrate | polar covalent bond | saturated fatty acid | kinetic energy 
14458 | carbohydrate | polar covalent bond | saturated fatty acid | single bond 
14459 | glucose | kinetic energy | chemical bond | chemical energy 
14460 | glucose | double bond | chemical bond | chemical energy 
14461 | glucose | polar covalent bond | chemical bond | chemical energy 
14462 | triose | double bond | nonpolar molecule | covalent bond 
14463 | triose | polar covalent bond | nonpolar molecule | covalent bond 
14464 | methane | single bond | monosaccharide | double bond 
14464 | methane | single bond | monosaccharide | polar covalent bond 
14465 | phosphofructokinase | covalent bond | ATP synthase | kinetic energy 
14465 | phosphofructokinase | covalent bond | ATP synthase | peptide linkage 
14466 | phosphofructokinase | kinetic energy | ATP synthase | kinetic energy 
14466 | phosphofructokinase | kinetic energy | ATP synthase | peptide linkage 
14467 | P700 | single bond | transport membrane protein | kinetic energy 
14468 | monosaccharide | double bond | ketone | kinetic energy 
14468 | monosaccharide | double bond | ketone | double bond 
14469 | monosaccharide | polar covalent bond | ketone | kinetic energy 
14469 | monosaccharide | polar covalent bond | ketone | double bond 
14470 | glycolipid | kinetic energy | integral protein | kinetic energy 
14471 | nonpolar molecule | covalent bond | carotenoid | chemical bond 
14472 | maltose | double bond | alcohol | kinetic energy 
14472 | maltose | double bond | alcohol | polar covalent bond 
14473 | maltose | kinetic energy | alcohol | kinetic energy 
14473 | maltose | kinetic energy | alcohol | polar covalent bond 
14474 | maltose | polar covalent bond | alcohol | kinetic energy 
14474 | maltose | polar covalent bond | alcohol | polar covalent bond 
14475 | pentose | double bond | polypeptide | peptide linkage 
14476 | pentose | polar covalent bond | polypeptide | peptide linkage 
14477 | glycogen | polar covalent bond | amphipathic molecule | kinetic energy 
14478 | glycogen | kinetic energy | amphipathic molecule | kinetic energy 
14479 | phosphofructokinase | covalent bond | phosphofructokinase | covalent bond 
14479 | phosphofructokinase | covalent bond | phosphofructokinase | kinetic energy 
14480 | phosphofructokinase | kinetic energy | phosphofructokinase | covalent bond 
14480 | phosphofructokinase | kinetic energy | phosphofructokinase | kinetic energy 
14481 | microfilament | kinetic energy | glycogen | polar covalent bond 
14481 | microfilament | kinetic energy | glycogen | kinetic energy 
14482 | tyrosine | nonpolar covalent bond | polymer | covalent bond 
14483 | tyrosine | polar covalent bond | polymer | covalent bond 
14484 | tyrosine | kinetic energy | polymer | covalent bond 
14485 | tyrosine | single bond | polymer | covalent bond 
14486 | intermediate filament | kinetic energy | PEP carboxylase | kinetic energy 
14486 | intermediate filament | kinetic energy | PEP carboxylase | disulfide bond 
14487 | intermediate filament | covalent bond | PEP carboxylase | kinetic energy 
14487 | intermediate filament | covalent bond | PEP carboxylase | disulfide bond 
14488 | transport membrane protein | kinetic energy | water molecule | polar covalent bond 
14488 | transport membrane protein | kinetic energy | water molecule | polar covalent bond 
14489 | ethyl alcohol | polar covalent bond | methane | single bond 
14490 | ethyl alcohol | polar covalent bond | methane | single bond 
14491 | P700 | single bond | triose | double bond 
14491 | P700 | single bond | triose | polar covalent bond 
14492 | sodium chloride | ionic attraction | ribulose bisphosphate | double bond 
14492 | sodium chloride | ionic attraction | ribulose bisphosphate | polar covalent bond 
14493 | hydroxide ion | polar covalent bond | phosphofructokinase | covalent bond 
14493 | hydroxide ion | polar covalent bond | phosphofructokinase | kinetic energy 
14494 | polysaccharide | double bond | water molecule | polar covalent bond 
14494 | polysaccharide | double bond | water molecule | polar covalent bond 
14495 | polysaccharide | polar covalent bond | water molecule | polar covalent bond 
14495 | polysaccharide | polar covalent bond | water molecule | polar covalent bond 
14496 | polysaccharide | kinetic energy | water molecule | polar covalent bond 
14496 | polysaccharide | kinetic energy | water molecule | polar covalent bond 
14497 | polysaccharide | glycosidic linkage | water molecule | polar covalent bond 
14497 | polysaccharide | glycosidic linkage | water molecule | polar covalent bond 
14502 | hydrophobic amino acid | nonpolar covalent bond | glucose-6-phosphate | double bond 
14502 | hydrophobic amino acid | nonpolar covalent bond | glucose-6-phosphate | single bond 
14502 | hydrophobic amino acid | nonpolar covalent bond | glucose-6-phosphate | polar covalent bond 
14502 | hydrophobic amino acid | nonpolar covalent bond | glucose-6-phosphate | kinetic energy 
14503 | sucrose | kinetic energy | triose | double bond 
14503 | sucrose | kinetic energy | triose | polar covalent bond 
14504 | sucrose | polar covalent bond | triose | double bond 
14504 | sucrose | polar covalent bond | triose | polar covalent bond 
14505 | sucrose | double bond | triose | double bond 
14505 | sucrose | double bond | triose | polar covalent bond 
14506 | polypeptide | peptide linkage | amphipathic molecule | kinetic energy 
14507 | chlorophyll A | kinetic energy | glucose | kinetic energy 
14507 | chlorophyll A | kinetic energy | glucose | double bond 
14507 | chlorophyll A | kinetic energy | glucose | polar covalent bond 
14508 | chlorophyll A | single bond | glucose | kinetic energy 
14508 | chlorophyll A | single bond | glucose | double bond 
14508 | chlorophyll A | single bond | glucose | polar covalent bond 
14509 | carboxylic acid | kinetic energy | glycolipid | kinetic energy 
14510 | acetyl CoA | double bond | aldehyde | kinetic energy 
14511 | acetyl CoA | ester linkage | aldehyde | kinetic energy 
14512 | acetyl CoA | kinetic energy | aldehyde | kinetic energy 
14513 | motor protein | kinetic energy | aldehyde | kinetic energy 
14514 | integrin | kinetic energy | asparagine | kinetic energy 
14514 | integrin | kinetic energy | asparagine | single bond 
14515 | microfibril | kinetic energy | AMP | single bond 
14515 | microfibril | kinetic energy | AMP | double bond 
14515 | microfibril | kinetic energy | AMP | kinetic energy 
14516 | carotenoid | chemical bond | steroid | kinetic energy 
14517 | lysosomal enzyme | kinetic energy | pentose | double bond 
14517 | lysosomal enzyme | kinetic energy | pentose | polar covalent bond 
14518 | FADH2 | kinetic energy | hydrophobic amino acid | nonpolar covalent bond 
14519 | sodium-potassium pump | kinetic energy | atom | kinetic energy 
14520 | sodium-potassium pump | double bond | atom | kinetic energy 
14521 | sodium-potassium pump | single bond | atom | kinetic energy 
14522 | sodium-potassium pump | peptide linkage | atom | kinetic energy 
14523 | plastoquinone | kinetic energy | hydrogen ion gradient | proton-motive force 
14524 | hexose | polar covalent bond | ethyl alcohol | polar covalent bond 
14524 | hexose | polar covalent bond | ethyl alcohol | polar covalent bond 
14525 | hexose | double bond | ethyl alcohol | polar covalent bond 
14525 | hexose | double bond | ethyl alcohol | polar covalent bond 
14526 | polypeptide | peptide linkage | basic amino acid | single bond 
14526 | polypeptide | peptide linkage | basic amino acid | kinetic energy 
14527 | nonpolar molecule | covalent bond | unsaturated fat | double bond 
14528 | maltose | double bond | hydroxide ion | polar covalent bond 
14529 | maltose | kinetic energy | hydroxide ion | polar covalent bond 
14530 | maltose | polar covalent bond | hydroxide ion | polar covalent bond 
14531 | FADH2 | kinetic energy | alcohol | kinetic energy 
14531 | FADH2 | kinetic energy | alcohol | polar covalent bond 
14532 | AMP | single bond | carbon dioxide | polar covalent bond 
14532 | AMP | single bond | carbon dioxide | double bond 
14533 | AMP | double bond | carbon dioxide | polar covalent bond 
14533 | AMP | double bond | carbon dioxide | double bond 
14534 | AMP | kinetic energy | carbon dioxide | polar covalent bond 
14534 | AMP | kinetic energy | carbon dioxide | double bond 
14535 | aquaporin | kinetic energy | DNA | phosphodiester bond 
14536 | PGAP | double bond | P680 | kinetic energy 
14536 | PGAP | double bond | P680 | single bond 
14537 | PGAP | single bond | P680 | kinetic energy 
14537 | PGAP | single bond | P680 | single bond 
14538 | PGAP | double bond | P680 | kinetic energy 
14538 | PGAP | double bond | P680 | single bond 
14539 | PGAP | kinetic energy | P680 | kinetic energy 
14539 | PGAP | kinetic energy | P680 | single bond 
14540 | water molecule | polar covalent bond | GTP | kinetic energy 
14540 | water molecule | polar covalent bond | GTP | double bond 
14540 | water molecule | polar covalent bond | GTP | single bond 
14541 | water molecule | polar covalent bond | GTP | kinetic energy 
14541 | water molecule | polar covalent bond | GTP | double bond 
14541 | water molecule | polar covalent bond | GTP | single bond 
14542 | dynein | kinetic energy | hexose | polar covalent bond 
14542 | dynein | kinetic energy | hexose | double bond 
14545 | chemical bond | chemical energy | microfibril | kinetic energy 
14546 | polymer | covalent bond | alpha tubulin | peptide linkage 
14546 | polymer | covalent bond | alpha tubulin | kinetic energy 
14547 | gated Channel | kinetic energy | plant cell | turgor pressure 
14548 | gated Channel | peptide linkage | plant cell | turgor pressure 
14549 | ketone | kinetic energy | dynein | kinetic energy 
14550 | ketone | double bond | dynein | kinetic energy 
14551 | atom | kinetic energy | cellulose | double bond 
14551 | atom | kinetic energy | cellulose | polar covalent bond 
14551 | atom | kinetic energy | cellulose | kinetic energy 
14552 | chlorophyll B | double bond | coenzyme A | kinetic energy 
14553 | chlorophyll B | kinetic energy | coenzyme A | kinetic energy 
14554 | chlorophyll B | single bond | coenzyme A | kinetic energy 
14555 | oxygen molecule | nonpolar covalent bond | molecule | kinetic energy 
14555 | oxygen molecule | nonpolar covalent bond | molecule | chemical bond 
14556 | oxygen molecule | double bond | molecule | kinetic energy 
14556 | oxygen molecule | double bond | molecule | chemical bond 
14557 | water molecule | polar covalent bond | alcohol | kinetic energy 
14557 | water molecule | polar covalent bond | alcohol | polar covalent bond 
14558 | water molecule | polar covalent bond | alcohol | kinetic energy 
14558 | water molecule | polar covalent bond | alcohol | polar covalent bond 
14559 | water | potential energy | triose | double bond 
14559 | water | potential energy | triose | polar covalent bond 
14560 | water | hydrogen-bond | triose | double bond 
14560 | water | hydrogen-bond | triose | polar covalent bond 
14561 | hexose | polar covalent bond | coenzyme A | kinetic energy 
14562 | hexose | double bond | coenzyme A | kinetic energy 
14563 | storage polysaccharide | kinetic energy | basic amino acid | single bond 
14563 | storage polysaccharide | kinetic energy | basic amino acid | kinetic energy 
14564 | storage polysaccharide | polar covalent bond | basic amino acid | single bond 
14564 | storage polysaccharide | polar covalent bond | basic amino acid | kinetic energy 
14565 | storage polysaccharide | double bond | basic amino acid | single bond 
14565 | storage polysaccharide | double bond | basic amino acid | kinetic energy 
14566 | electron | potential energy | tyrosine | nonpolar covalent bond 
14566 | electron | potential energy | tyrosine | polar covalent bond 
14566 | electron | potential energy | tyrosine | kinetic energy 
14566 | electron | potential energy | tyrosine | single bond 
14567 | hexose | polar covalent bond | nucleotide | double bond 
14567 | hexose | polar covalent bond | nucleotide | kinetic energy 
14568 | hexose | double bond | nucleotide | double bond 
14568 | hexose | double bond | nucleotide | kinetic energy 
14569 | carbohydrate | kinetic energy | carrier protein | kinetic energy 
14569 | carbohydrate | kinetic energy | carrier protein | peptide linkage 
14570 | carbohydrate | double bond | carrier protein | kinetic energy 
14570 | carbohydrate | double bond | carrier protein | peptide linkage 
14571 | carbohydrate | polar covalent bond | carrier protein | kinetic energy 
14571 | carbohydrate | polar covalent bond | carrier protein | peptide linkage 
14572 | RNA | phosphodiester bond | motor protein | kinetic energy 
14573 | carbon dioxide | polar covalent bond | storage polysaccharide | kinetic energy 
14573 | carbon dioxide | polar covalent bond | storage polysaccharide | polar covalent bond 
14573 | carbon dioxide | polar covalent bond | storage polysaccharide | double bond 
14574 | carbon dioxide | double bond | storage polysaccharide | kinetic energy 
14574 | carbon dioxide | double bond | storage polysaccharide | polar covalent bond 
14574 | carbon dioxide | double bond | storage polysaccharide | double bond 
14575 | integrin | kinetic energy | MRNA | phosphodiester bond 
14575 | integrin | kinetic energy | MRNA | double bond 
14575 | integrin | kinetic energy | MRNA | kinetic energy 
14576 | hydrophobic amino acid | nonpolar covalent bond | peripheral protein | kinetic energy 
14577 | pyruvate | kinetic energy | molecule | kinetic energy 
14577 | pyruvate | kinetic energy | molecule | chemical bond 
14578 | ribulose bisphosphate | double bond | carboxylic acid | kinetic energy 
14579 | ribulose bisphosphate | polar covalent bond | carboxylic acid | kinetic energy 
14580 | DNA | phosphodiester bond | NADPH | kinetic energy 
14581 | alpha tubulin | peptide linkage | proton pump | single bond 
14581 | alpha tubulin | peptide linkage | proton pump | double bond 
14581 | alpha tubulin | peptide linkage | proton pump | kinetic energy 
