0 | glycosidic linkage | polar covalent bond | phosphodiester bond | ester linkage 
3449 | reaction-center complex | chlorophyll A | glycosidic linkage | polar covalent bond 
3449 | reaction-center complex | chlorophyll A | glycosidic linkage | polar covalent bond 
3450 | reaction-center complex | protein | glycosidic linkage | polar covalent bond 
3450 | reaction-center complex | protein | glycosidic linkage | polar covalent bond 
3453 | microfibril | cellulose | microfibril | cellulose 
3453 | microfibril | cellulose | microfibril | cellulose 
3454 | microfibril | cellulose | microfibril | cellulose 
3454 | microfibril | cellulose | microfibril | cellulose 
3455 | visible light | green light | cytochrome complex | cytochrome 
3455 | visible light | green light | cytochrome complex | cytochrome 
3456 | visible light | photon | cytochrome complex | cytochrome 
3456 | visible light | photon | cytochrome complex | cytochrome 
3474 | photosystem I | light-harvesting complex | photosystem II | light-harvesting complex 
3474 | photosystem I | light-harvesting complex | photosystem II | reaction-center complex 
3475 | photosystem I | reaction-center complex | photosystem II | light-harvesting complex 
3475 | photosystem I | reaction-center complex | photosystem II | reaction-center complex 
3476 | photosystem I | reaction-center complex | photosystem II | light-harvesting complex 
3476 | photosystem I | reaction-center complex | photosystem II | reaction-center complex 
3477 | photosystem I | light-harvesting complex | photosystem II | light-harvesting complex 
3477 | photosystem I | light-harvesting complex | photosystem II | reaction-center complex 
3487 | multiprotein complex IV | proton pump | photosystem II | light-harvesting complex 
3487 | multiprotein complex IV | proton pump | photosystem II | reaction-center complex 
3488 | multiprotein complex IV | cytochrome A3 | photosystem II | light-harvesting complex 
3488 | multiprotein complex IV | cytochrome A3 | photosystem II | reaction-center complex 
3491 | protein complex | protein | phosphodiester bond | ester linkage 
3491 | protein complex | protein | phosphodiester bond | ester linkage 
3492 | visible light | green light | microfibril | cellulose 
3492 | visible light | green light | microfibril | cellulose 
3493 | visible light | photon | microfibril | cellulose 
3493 | visible light | photon | microfibril | cellulose 
3494 | amino acid sequence | amino acid | photosystem | light-harvesting complex 
3494 | amino acid sequence | amino acid | photosystem | reaction-center complex 
3495 | amino acid sequence | amino acid | photosystem | light-harvesting complex 
3495 | amino acid sequence | amino acid | photosystem | reaction-center complex 
3496 | granum | thylakoid | amino acid sequence | amino acid 
3496 | granum | thylakoid | amino acid sequence | amino acid 
3497 | granum | thylakoid | amino acid sequence | amino acid 
3497 | granum | thylakoid | amino acid sequence | amino acid 
3498 | granum | thylakoid | amino acid sequence | amino acid 
3498 | granum | thylakoid | amino acid sequence | amino acid 
3499 | microfibril | cellulose | photosystem | light-harvesting complex 
3499 | microfibril | cellulose | photosystem | reaction-center complex 
3500 | microfibril | cellulose | photosystem | light-harvesting complex 
3500 | microfibril | cellulose | photosystem | reaction-center complex 
3503 | multiprotein complex IV | proton pump | photosystem I | light-harvesting complex 
3503 | multiprotein complex IV | proton pump | photosystem I | reaction-center complex 
3503 | multiprotein complex IV | proton pump | photosystem I | reaction-center complex 
3503 | multiprotein complex IV | proton pump | photosystem I | light-harvesting complex 
3504 | multiprotein complex IV | cytochrome A3 | photosystem I | light-harvesting complex 
3504 | multiprotein complex IV | cytochrome A3 | photosystem I | reaction-center complex 
3504 | multiprotein complex IV | cytochrome A3 | photosystem I | reaction-center complex 
3504 | multiprotein complex IV | cytochrome A3 | photosystem I | light-harvesting complex 
3505 | multiprotein complex IV | proton pump | cytochrome complex | cytochrome 
3505 | multiprotein complex IV | proton pump | cytochrome complex | cytochrome 
3506 | multiprotein complex IV | cytochrome A3 | cytochrome complex | cytochrome 
3506 | multiprotein complex IV | cytochrome A3 | cytochrome complex | cytochrome 
3513 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3513 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3514 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3514 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3515 | glycosidic linkage | polar covalent bond | microfibril | cellulose 
3515 | glycosidic linkage | polar covalent bond | microfibril | cellulose 
3516 | glycosidic linkage | polar covalent bond | microfibril | cellulose 
3516 | glycosidic linkage | polar covalent bond | microfibril | cellulose 
3520 | enzyme-substrate complex | enzyme | microfibril | cellulose 
3520 | enzyme-substrate complex | enzyme | microfibril | cellulose 
3521 | photosystem II | light-harvesting complex | photosystem | light-harvesting complex 
3521 | photosystem II | light-harvesting complex | photosystem | reaction-center complex 
3522 | photosystem II | reaction-center complex | photosystem | light-harvesting complex 
3522 | photosystem II | reaction-center complex | photosystem | reaction-center complex 
3523 | ecosystem | algae | microfibril | cellulose 
3523 | ecosystem | algae | microfibril | cellulose 
3524 | ecosystem | water | microfibril | cellulose 
3524 | ecosystem | water | microfibril | cellulose 
3525 | ecosystem | light | microfibril | cellulose 
3525 | ecosystem | light | microfibril | cellulose 
3526 | ecosystem | chemical element | microfibril | cellulose 
3526 | ecosystem | chemical element | microfibril | cellulose 
3527 | granum | thylakoid | photosystem I | light-harvesting complex 
3527 | granum | thylakoid | photosystem I | reaction-center complex 
3527 | granum | thylakoid | photosystem I | reaction-center complex 
3527 | granum | thylakoid | photosystem I | light-harvesting complex 
3528 | granum | thylakoid | photosystem I | light-harvesting complex 
3528 | granum | thylakoid | photosystem I | reaction-center complex 
3528 | granum | thylakoid | photosystem I | reaction-center complex 
3528 | granum | thylakoid | photosystem I | light-harvesting complex 
3529 | granum | thylakoid | photosystem I | light-harvesting complex 
3529 | granum | thylakoid | photosystem I | reaction-center complex 
3529 | granum | thylakoid | photosystem I | reaction-center complex 
3529 | granum | thylakoid | photosystem I | light-harvesting complex 
3534 | protein complex | protein | glycosidic linkage | polar covalent bond 
3534 | protein complex | protein | glycosidic linkage | polar covalent bond 
3545 | mitochondrial electron transport chain | multiprotein complex-I | photosystem II | light-harvesting complex 
3545 | mitochondrial electron transport chain | multiprotein complex-I | photosystem II | reaction-center complex 
3546 | mitochondrial electron transport chain | multiprotein complex-II | photosystem II | light-harvesting complex 
3546 | mitochondrial electron transport chain | multiprotein complex-II | photosystem II | reaction-center complex 
3547 | mitochondrial electron transport chain | multiprotein complex-III | photosystem II | light-harvesting complex 
3547 | mitochondrial electron transport chain | multiprotein complex-III | photosystem II | reaction-center complex 
3548 | mitochondrial electron transport chain | multiprotein complex IV | photosystem II | light-harvesting complex 
3548 | mitochondrial electron transport chain | multiprotein complex IV | photosystem II | reaction-center complex 
3549 | mitochondrial electron transport chain | ubiquinone | photosystem II | light-harvesting complex 
3549 | mitochondrial electron transport chain | ubiquinone | photosystem II | reaction-center complex 
3552 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3552 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3553 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3553 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3554 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3554 | light-harvesting complex | protein | cytochrome complex | cytochrome 
3555 | light-harvesting complex | chlorophyll B | cytochrome complex | cytochrome 
3555 | light-harvesting complex | chlorophyll B | cytochrome complex | cytochrome 
3556 | light-harvesting complex | chlorophyll A | cytochrome complex | cytochrome 
3556 | light-harvesting complex | chlorophyll A | cytochrome complex | cytochrome 
3557 | light-harvesting complex | carotenoid | cytochrome complex | cytochrome 
3557 | light-harvesting complex | carotenoid | cytochrome complex | cytochrome 
3572 | enzyme-substrate complex | enzyme | photosystem | light-harvesting complex 
3572 | enzyme-substrate complex | enzyme | photosystem | reaction-center complex 
3573 | reaction-center complex | protein | photosystem | light-harvesting complex 
3573 | reaction-center complex | protein | photosystem | reaction-center complex 
3574 | reaction-center complex | chlorophyll A | photosystem | light-harvesting complex 
3574 | reaction-center complex | chlorophyll A | photosystem | reaction-center complex 
3575 | reaction-center complex | chlorophyll A | photosystem | light-harvesting complex 
3575 | reaction-center complex | chlorophyll A | photosystem | reaction-center complex 
3576 | reaction-center complex | protein | photosystem | light-harvesting complex 
3576 | reaction-center complex | protein | photosystem | reaction-center complex 
3577 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3577 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3578 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3578 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3579 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3579 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3587 | chaperonin | protein | microfibril | cellulose 
3587 | chaperonin | protein | microfibril | cellulose 
3588 | chaperonin | protein | microfibril | cellulose 
3588 | chaperonin | protein | microfibril | cellulose 
3599 | protein complex | protein | photosystem | light-harvesting complex 
3599 | protein complex | protein | photosystem | reaction-center complex 
3605 | electron transport chain | protein | glycosidic linkage | polar covalent bond 
3605 | electron transport chain | protein | glycosidic linkage | polar covalent bond 
3606 | electron transport chain | protein complex | glycosidic linkage | polar covalent bond 
3606 | electron transport chain | protein complex | glycosidic linkage | polar covalent bond 
3607 | electron transport chain | organic molecule | glycosidic linkage | polar covalent bond 
3607 | electron transport chain | organic molecule | glycosidic linkage | polar covalent bond 
3608 | protein complex | protein | thylakoid electron transport chain | plastoquinone 
3608 | protein complex | protein | thylakoid electron transport chain | plastocyanin 
3608 | protein complex | protein | thylakoid electron transport chain | cytochrome complex 
3608 | protein complex | protein | thylakoid electron transport chain | ferredoxin 
3609 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3609 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3609 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3609 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3610 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3610 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3610 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3610 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3611 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3611 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3611 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3611 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3612 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3612 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3612 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3612 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3618 | chaperonin | protein | photosystem | light-harvesting complex 
3618 | chaperonin | protein | photosystem | reaction-center complex 
3619 | chaperonin | protein | photosystem | light-harvesting complex 
3619 | chaperonin | protein | photosystem | reaction-center complex 
3620 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3620 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3621 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3621 | glycosidic linkage | polar covalent bond | amino acid sequence | amino acid 
3631 | photosystem II | light-harvesting complex | photosystem | light-harvesting complex 
3631 | photosystem II | light-harvesting complex | photosystem | reaction-center complex 
3632 | photosystem II | reaction-center complex | photosystem | light-harvesting complex 
3632 | photosystem II | reaction-center complex | photosystem | reaction-center complex 
3635 | enzyme-substrate complex | enzyme | phosphodiester bond | ester linkage 
3635 | enzyme-substrate complex | enzyme | phosphodiester bond | ester linkage 
3636 | electromagnetic spectrum | ultraviolet ray | photosystem I | light-harvesting complex 
3636 | electromagnetic spectrum | ultraviolet ray | photosystem I | reaction-center complex 
3636 | electromagnetic spectrum | ultraviolet ray | photosystem I | reaction-center complex 
3636 | electromagnetic spectrum | ultraviolet ray | photosystem I | light-harvesting complex 
3637 | electromagnetic spectrum | visible light | photosystem I | light-harvesting complex 
3637 | electromagnetic spectrum | visible light | photosystem I | reaction-center complex 
3637 | electromagnetic spectrum | visible light | photosystem I | reaction-center complex 
3637 | electromagnetic spectrum | visible light | photosystem I | light-harvesting complex 
3638 | electromagnetic spectrum | infrared ray | photosystem I | light-harvesting complex 
3638 | electromagnetic spectrum | infrared ray | photosystem I | reaction-center complex 
3638 | electromagnetic spectrum | infrared ray | photosystem I | reaction-center complex 
3638 | electromagnetic spectrum | infrared ray | photosystem I | light-harvesting complex 
3639 | electromagnetic spectrum | radio wave | photosystem I | light-harvesting complex 
3639 | electromagnetic spectrum | radio wave | photosystem I | reaction-center complex 
3639 | electromagnetic spectrum | radio wave | photosystem I | reaction-center complex 
3639 | electromagnetic spectrum | radio wave | photosystem I | light-harvesting complex 
3648 | endomembranous system | rough endoplasmic reticulum | glycosidic linkage | polar covalent bond 
3648 | endomembranous system | rough endoplasmic reticulum | glycosidic linkage | polar covalent bond 
3649 | endomembranous system | vesicle | glycosidic linkage | polar covalent bond 
3649 | endomembranous system | vesicle | glycosidic linkage | polar covalent bond 
3650 | endomembranous system | nuclear-envelope | glycosidic linkage | polar covalent bond 
3650 | endomembranous system | nuclear-envelope | glycosidic linkage | polar covalent bond 
3651 | endomembranous system | lysosome | glycosidic linkage | polar covalent bond 
3651 | endomembranous system | lysosome | glycosidic linkage | polar covalent bond 
3652 | endomembranous system | Golgi apparatus | glycosidic linkage | polar covalent bond 
3652 | endomembranous system | Golgi apparatus | glycosidic linkage | polar covalent bond 
3653 | endomembranous system | smooth endoplasmic reticulum | glycosidic linkage | polar covalent bond 
3653 | endomembranous system | smooth endoplasmic reticulum | glycosidic linkage | polar covalent bond 
3654 | endomembranous system | vacuole | glycosidic linkage | polar covalent bond 
3654 | endomembranous system | vacuole | glycosidic linkage | polar covalent bond 
3657 | granum | thylakoid | phosphodiester bond | ester linkage 
3657 | granum | thylakoid | phosphodiester bond | ester linkage 
3658 | granum | thylakoid | phosphodiester bond | ester linkage 
3658 | granum | thylakoid | phosphodiester bond | ester linkage 
3659 | granum | thylakoid | phosphodiester bond | ester linkage 
3659 | granum | thylakoid | phosphodiester bond | ester linkage 
3660 | cytochrome complex | cytochrome | photosystem | light-harvesting complex 
3660 | cytochrome complex | cytochrome | photosystem | reaction-center complex 
3661 | cytochrome complex | cytochrome | photosystem | light-harvesting complex 
3661 | cytochrome complex | cytochrome | photosystem | reaction-center complex 
3664 | light-harvesting complex | protein | photosystem II | light-harvesting complex 
3664 | light-harvesting complex | protein | photosystem II | reaction-center complex 
3665 | light-harvesting complex | protein | photosystem II | light-harvesting complex 
3665 | light-harvesting complex | protein | photosystem II | reaction-center complex 
3666 | light-harvesting complex | protein | photosystem II | light-harvesting complex 
3666 | light-harvesting complex | protein | photosystem II | reaction-center complex 
3667 | light-harvesting complex | chlorophyll B | photosystem II | light-harvesting complex 
3667 | light-harvesting complex | chlorophyll B | photosystem II | reaction-center complex 
3668 | light-harvesting complex | chlorophyll A | photosystem II | light-harvesting complex 
3668 | light-harvesting complex | chlorophyll A | photosystem II | reaction-center complex 
3669 | light-harvesting complex | carotenoid | photosystem II | light-harvesting complex 
3669 | light-harvesting complex | carotenoid | photosystem II | reaction-center complex 
3675 | phosphodiester bond | ester linkage | microfibril | cellulose 
3675 | phosphodiester bond | ester linkage | microfibril | cellulose 
3676 | phosphodiester bond | ester linkage | microfibril | cellulose 
3676 | phosphodiester bond | ester linkage | microfibril | cellulose 
3677 | mitochondrial electron transport chain | multiprotein complex-I | phosphodiester bond | ester linkage 
3677 | mitochondrial electron transport chain | multiprotein complex-I | phosphodiester bond | ester linkage 
3678 | mitochondrial electron transport chain | multiprotein complex-II | phosphodiester bond | ester linkage 
3678 | mitochondrial electron transport chain | multiprotein complex-II | phosphodiester bond | ester linkage 
3679 | mitochondrial electron transport chain | multiprotein complex-III | phosphodiester bond | ester linkage 
3679 | mitochondrial electron transport chain | multiprotein complex-III | phosphodiester bond | ester linkage 
3680 | mitochondrial electron transport chain | multiprotein complex IV | phosphodiester bond | ester linkage 
3680 | mitochondrial electron transport chain | multiprotein complex IV | phosphodiester bond | ester linkage 
3681 | mitochondrial electron transport chain | ubiquinone | phosphodiester bond | ester linkage 
3681 | mitochondrial electron transport chain | ubiquinone | phosphodiester bond | ester linkage 
3682 | electromagnetic spectrum | ultraviolet ray | microfibril | cellulose 
3682 | electromagnetic spectrum | ultraviolet ray | microfibril | cellulose 
3683 | electromagnetic spectrum | visible light | microfibril | cellulose 
3683 | electromagnetic spectrum | visible light | microfibril | cellulose 
3684 | electromagnetic spectrum | infrared ray | microfibril | cellulose 
3684 | electromagnetic spectrum | infrared ray | microfibril | cellulose 
3685 | electromagnetic spectrum | radio wave | microfibril | cellulose 
3685 | electromagnetic spectrum | radio wave | microfibril | cellulose 
3686 | electromagnetic spectrum | ultraviolet ray | thylakoid electron transport chain | plastoquinone 
3686 | electromagnetic spectrum | ultraviolet ray | thylakoid electron transport chain | plastocyanin 
3686 | electromagnetic spectrum | ultraviolet ray | thylakoid electron transport chain | cytochrome complex 
3686 | electromagnetic spectrum | ultraviolet ray | thylakoid electron transport chain | ferredoxin 
3687 | electromagnetic spectrum | visible light | thylakoid electron transport chain | plastoquinone 
3687 | electromagnetic spectrum | visible light | thylakoid electron transport chain | plastocyanin 
3687 | electromagnetic spectrum | visible light | thylakoid electron transport chain | cytochrome complex 
3687 | electromagnetic spectrum | visible light | thylakoid electron transport chain | ferredoxin 
3688 | electromagnetic spectrum | infrared ray | thylakoid electron transport chain | plastoquinone 
3688 | electromagnetic spectrum | infrared ray | thylakoid electron transport chain | plastocyanin 
3688 | electromagnetic spectrum | infrared ray | thylakoid electron transport chain | cytochrome complex 
3688 | electromagnetic spectrum | infrared ray | thylakoid electron transport chain | ferredoxin 
3689 | electromagnetic spectrum | radio wave | thylakoid electron transport chain | plastoquinone 
3689 | electromagnetic spectrum | radio wave | thylakoid electron transport chain | plastocyanin 
3689 | electromagnetic spectrum | radio wave | thylakoid electron transport chain | cytochrome complex 
3689 | electromagnetic spectrum | radio wave | thylakoid electron transport chain | ferredoxin 
3694 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3694 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3695 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3695 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3696 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3696 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3697 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3697 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3699 | visible light | green light | photosystem II | light-harvesting complex 
3699 | visible light | green light | photosystem II | reaction-center complex 
3700 | visible light | photon | photosystem II | light-harvesting complex 
3700 | visible light | photon | photosystem II | reaction-center complex 
3706 | phosphodiester bond | ester linkage | phosphodiester bond | ester linkage 
3706 | phosphodiester bond | ester linkage | phosphodiester bond | ester linkage 
3707 | phosphodiester bond | ester linkage | phosphodiester bond | ester linkage 
3707 | phosphodiester bond | ester linkage | phosphodiester bond | ester linkage 
3713 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3713 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3714 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3714 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3715 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3715 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3716 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3716 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3717 | photosystem I | light-harvesting complex | phosphodiester bond | ester linkage 
3717 | photosystem I | light-harvesting complex | phosphodiester bond | ester linkage 
3718 | photosystem I | reaction-center complex | phosphodiester bond | ester linkage 
3718 | photosystem I | reaction-center complex | phosphodiester bond | ester linkage 
3719 | photosystem I | reaction-center complex | phosphodiester bond | ester linkage 
3719 | photosystem I | reaction-center complex | phosphodiester bond | ester linkage 
3720 | photosystem I | light-harvesting complex | phosphodiester bond | ester linkage 
3720 | photosystem I | light-harvesting complex | phosphodiester bond | ester linkage 
3721 | thylakoid electron transport chain | plastoquinone | photosystem II | light-harvesting complex 
3721 | thylakoid electron transport chain | plastoquinone | photosystem II | reaction-center complex 
3722 | thylakoid electron transport chain | plastocyanin | photosystem II | light-harvesting complex 
3722 | thylakoid electron transport chain | plastocyanin | photosystem II | reaction-center complex 
3723 | thylakoid electron transport chain | cytochrome complex | photosystem II | light-harvesting complex 
3723 | thylakoid electron transport chain | cytochrome complex | photosystem II | reaction-center complex 
3724 | thylakoid electron transport chain | ferredoxin | photosystem II | light-harvesting complex 
3724 | thylakoid electron transport chain | ferredoxin | photosystem II | reaction-center complex 
3725 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3725 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3725 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3725 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3726 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3726 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3726 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3726 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3727 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3727 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3727 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3727 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3728 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3728 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3728 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3728 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3729 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3729 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3730 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3730 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3731 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3731 | light-harvesting complex | protein | phosphodiester bond | ester linkage 
3732 | light-harvesting complex | chlorophyll B | phosphodiester bond | ester linkage 
3732 | light-harvesting complex | chlorophyll B | phosphodiester bond | ester linkage 
3733 | light-harvesting complex | chlorophyll A | phosphodiester bond | ester linkage 
3733 | light-harvesting complex | chlorophyll A | phosphodiester bond | ester linkage 
3734 | light-harvesting complex | carotenoid | phosphodiester bond | ester linkage 
3734 | light-harvesting complex | carotenoid | phosphodiester bond | ester linkage 
3735 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3735 | electromagnetic spectrum | ultraviolet ray | phosphodiester bond | ester linkage 
3736 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3736 | electromagnetic spectrum | visible light | phosphodiester bond | ester linkage 
3737 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3737 | electromagnetic spectrum | infrared ray | phosphodiester bond | ester linkage 
3738 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3738 | electromagnetic spectrum | radio wave | phosphodiester bond | ester linkage 
3739 | ecosystem | algae | cytochrome complex | cytochrome 
3739 | ecosystem | algae | cytochrome complex | cytochrome 
3740 | ecosystem | water | cytochrome complex | cytochrome 
3740 | ecosystem | water | cytochrome complex | cytochrome 
3741 | ecosystem | light | cytochrome complex | cytochrome 
3741 | ecosystem | light | cytochrome complex | cytochrome 
3742 | ecosystem | chemical element | cytochrome complex | cytochrome 
3742 | ecosystem | chemical element | cytochrome complex | cytochrome 
3743 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3743 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3744 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3744 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3745 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3745 | granum | thylakoid | glycosidic linkage | polar covalent bond 
3746 | photosystem | light-harvesting complex | glycosidic linkage | polar covalent bond 
3746 | photosystem | light-harvesting complex | glycosidic linkage | polar covalent bond 
3747 | photosystem | reaction-center complex | glycosidic linkage | polar covalent bond 
3747 | photosystem | reaction-center complex | glycosidic linkage | polar covalent bond 
3748 | photosystem I | light-harvesting complex | granum | thylakoid 
3748 | photosystem I | light-harvesting complex | granum | thylakoid 
3748 | photosystem I | light-harvesting complex | granum | thylakoid 
3749 | photosystem I | reaction-center complex | granum | thylakoid 
3749 | photosystem I | reaction-center complex | granum | thylakoid 
3749 | photosystem I | reaction-center complex | granum | thylakoid 
3750 | photosystem I | reaction-center complex | granum | thylakoid 
3750 | photosystem I | reaction-center complex | granum | thylakoid 
3750 | photosystem I | reaction-center complex | granum | thylakoid 
3751 | photosystem I | light-harvesting complex | granum | thylakoid 
3751 | photosystem I | light-harvesting complex | granum | thylakoid 
3751 | photosystem I | light-harvesting complex | granum | thylakoid 
3766 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
3766 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
3767 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
3767 | amino acid sequence | amino acid | glycosidic linkage | polar covalent bond 
3774 | enzyme-substrate complex | enzyme | phosphodiester bond | ester linkage 
3774 | enzyme-substrate complex | enzyme | phosphodiester bond | ester linkage 
3775 | amino acid sequence | amino acid | photosystem II | light-harvesting complex 
3775 | amino acid sequence | amino acid | photosystem II | reaction-center complex 
3776 | amino acid sequence | amino acid | photosystem II | light-harvesting complex 
3776 | amino acid sequence | amino acid | photosystem II | reaction-center complex 
3786 | electromagnetic spectrum | ultraviolet ray | granum | thylakoid 
3786 | electromagnetic spectrum | ultraviolet ray | granum | thylakoid 
3786 | electromagnetic spectrum | ultraviolet ray | granum | thylakoid 
3787 | electromagnetic spectrum | visible light | granum | thylakoid 
3787 | electromagnetic spectrum | visible light | granum | thylakoid 
3787 | electromagnetic spectrum | visible light | granum | thylakoid 
3788 | electromagnetic spectrum | infrared ray | granum | thylakoid 
3788 | electromagnetic spectrum | infrared ray | granum | thylakoid 
3788 | electromagnetic spectrum | infrared ray | granum | thylakoid 
3789 | electromagnetic spectrum | radio wave | granum | thylakoid 
3789 | electromagnetic spectrum | radio wave | granum | thylakoid 
3789 | electromagnetic spectrum | radio wave | granum | thylakoid 
3790 | endomembranous system | rough endoplasmic reticulum | thylakoid electron transport chain | plastoquinone 
3790 | endomembranous system | rough endoplasmic reticulum | thylakoid electron transport chain | plastocyanin 
3790 | endomembranous system | rough endoplasmic reticulum | thylakoid electron transport chain | cytochrome complex 
3790 | endomembranous system | rough endoplasmic reticulum | thylakoid electron transport chain | ferredoxin 
3791 | endomembranous system | vesicle | thylakoid electron transport chain | plastoquinone 
3791 | endomembranous system | vesicle | thylakoid electron transport chain | plastocyanin 
3791 | endomembranous system | vesicle | thylakoid electron transport chain | cytochrome complex 
3791 | endomembranous system | vesicle | thylakoid electron transport chain | ferredoxin 
3792 | endomembranous system | nuclear-envelope | thylakoid electron transport chain | plastoquinone 
3792 | endomembranous system | nuclear-envelope | thylakoid electron transport chain | plastocyanin 
3792 | endomembranous system | nuclear-envelope | thylakoid electron transport chain | cytochrome complex 
3792 | endomembranous system | nuclear-envelope | thylakoid electron transport chain | ferredoxin 
3793 | endomembranous system | lysosome | thylakoid electron transport chain | plastoquinone 
3793 | endomembranous system | lysosome | thylakoid electron transport chain | plastocyanin 
3793 | endomembranous system | lysosome | thylakoid electron transport chain | cytochrome complex 
3793 | endomembranous system | lysosome | thylakoid electron transport chain | ferredoxin 
