0 | NADP Plus | carbon skeleton | enzyme | active site 
14305 | polysaccharide | carbon skeleton | carbon atom | atomic nucleus 
14306 | glycolipid | carbon skeleton | NADH | carbon skeleton 
14308 | cytochrome | carbon skeleton | P700 | carbon skeleton 
14308 | cytochrome | carbon skeleton | P700 | methyl group 
14309 | lipid | carbon skeleton | hexose | hydroxyl group 
14309 | lipid | carbon skeleton | hexose | carbonyl group 
14309 | lipid | carbon skeleton | hexose | carbon skeleton 
14310 | acetyl CoA | carbon skeleton | carbon atom | atomic nucleus 
14311 | acetyl CoA | carbonyl group | carbon atom | atomic nucleus 
14312 | phospholipid | carbon skeleton | organic molecule | carbon skeleton 
14313 | phospholipid | fatty acid tail | organic molecule | carbon skeleton 
14314 | phospholipid | fatty acid tail | organic molecule | carbon skeleton 
14315 | phospholipid | hydrophilic head | organic molecule | carbon skeleton 
14316 | phospholipid | phosphate group | organic molecule | carbon skeleton 
14317 | acidic amino acid | carbon skeleton | aldehyde | carbon skeleton 
14317 | acidic amino acid | carbon skeleton | aldehyde | carbonyl group 
14318 | acidic amino acid | carboxyl group | aldehyde | carbon skeleton 
14318 | acidic amino acid | carboxyl group | aldehyde | carbonyl group 
14319 | acidic amino acid | amino group | aldehyde | carbon skeleton 
14319 | acidic amino acid | amino group | aldehyde | carbonyl group 
14320 | acidic amino acid | polar side chain | aldehyde | carbon skeleton 
14320 | acidic amino acid | polar side chain | aldehyde | carbonyl group 
14321 | glycogen | carbonyl group | coenzyme A | carbon skeleton 
14321 | glycogen | carbonyl group | coenzyme A | sulfhydryl group 
14322 | glycogen | hydroxyl group | coenzyme A | carbon skeleton 
14322 | glycogen | hydroxyl group | coenzyme A | sulfhydryl group 
14323 | glycogen | carbon skeleton | coenzyme A | carbon skeleton 
14323 | glycogen | carbon skeleton | coenzyme A | sulfhydryl group 
14329 | calcium | atomic nucleus | carbon atom | atomic nucleus 
14330 | calcium | electron-shell | carbon atom | atomic nucleus 
14332 | protein enzyme | carbon skeleton | ATP | carbon skeleton 
14332 | protein enzyme | carbon skeleton | ATP | phosphate group 
14332 | protein enzyme | carbon skeleton | ATP | phosphate group 
14332 | protein enzyme | carbon skeleton | ATP | phosphate group 
14333 | protein enzyme | active site | ATP | carbon skeleton 
14333 | protein enzyme | active site | ATP | phosphate group 
14333 | protein enzyme | active site | ATP | phosphate group 
14333 | protein enzyme | active site | ATP | phosphate group 
14334 | enzyme | active site | GTP | phosphate group 
14334 | enzyme | active site | GTP | carbon skeleton 
14346 | NADPH | carbon skeleton | storage polysaccharide | hydroxyl group 
14346 | NADPH | carbon skeleton | storage polysaccharide | carbonyl group 
14346 | NADPH | carbon skeleton | storage polysaccharide | carbon skeleton 
14347 | proton pump | phosphate group | thylakoid | thylakoid space 
14348 | proton pump | carbon skeleton | thylakoid | thylakoid space 
14349 | steroid | carbon skeleton | channel protein | hydrophilic Channel 
14351 | thylakoid | thylakoid space | coenzyme A | carbon skeleton 
14351 | thylakoid | thylakoid space | coenzyme A | sulfhydryl group 
14354 | glycogen | carbonyl group | PGAP | carbon skeleton 
14354 | glycogen | carbonyl group | PGAP | phosphate group 
14354 | glycogen | carbonyl group | PGAP | carboxyl group 
14355 | glycogen | hydroxyl group | PGAP | carbon skeleton 
14355 | glycogen | hydroxyl group | PGAP | phosphate group 
14355 | glycogen | hydroxyl group | PGAP | carboxyl group 
14356 | glycogen | carbon skeleton | PGAP | carbon skeleton 
14356 | glycogen | carbon skeleton | PGAP | phosphate group 
14356 | glycogen | carbon skeleton | PGAP | carboxyl group 
14357 | NAD plus | carbon skeleton | oxidoreductase | carbon skeleton 
14358 | acidic amino acid | carbon skeleton | ATP | carbon skeleton 
14358 | acidic amino acid | carbon skeleton | ATP | phosphate group 
14358 | acidic amino acid | carbon skeleton | ATP | phosphate group 
14358 | acidic amino acid | carbon skeleton | ATP | phosphate group 
14359 | acidic amino acid | carboxyl group | ATP | carbon skeleton 
14359 | acidic amino acid | carboxyl group | ATP | phosphate group 
14359 | acidic amino acid | carboxyl group | ATP | phosphate group 
14359 | acidic amino acid | carboxyl group | ATP | phosphate group 
14360 | acidic amino acid | amino group | ATP | carbon skeleton 
14360 | acidic amino acid | amino group | ATP | phosphate group 
14360 | acidic amino acid | amino group | ATP | phosphate group 
14360 | acidic amino acid | amino group | ATP | phosphate group 
14361 | acidic amino acid | polar side chain | ATP | carbon skeleton 
14361 | acidic amino acid | polar side chain | ATP | phosphate group 
14361 | acidic amino acid | polar side chain | ATP | phosphate group 
14361 | acidic amino acid | polar side chain | ATP | phosphate group 
14362 | lactic acid | carbon skeleton | NAD plus | carbon skeleton 
14363 | lactic acid | carboxyl group | NAD plus | carbon skeleton 
14364 | lactic acid | hydroxyl group | NAD plus | carbon skeleton 
14366 | P680 | carbon skeleton | carbon atom | atomic nucleus 
14367 | P680 | methyl group | carbon atom | atomic nucleus 
14372 | basic amino acid | amino group | 3 phosphoglycerate | carbon skeleton 
14372 | basic amino acid | amino group | 3 phosphoglycerate | phosphate group 
14372 | basic amino acid | amino group | 3 phosphoglycerate | carboxyl group 
14373 | basic amino acid | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
14373 | basic amino acid | carbon skeleton | 3 phosphoglycerate | phosphate group 
14373 | basic amino acid | carbon skeleton | 3 phosphoglycerate | carboxyl group 
14374 | basic amino acid | carboxyl group | 3 phosphoglycerate | carbon skeleton 
14374 | basic amino acid | carboxyl group | 3 phosphoglycerate | phosphate group 
14374 | basic amino acid | carboxyl group | 3 phosphoglycerate | carboxyl group 
14375 | basic amino acid | polar side chain | 3 phosphoglycerate | carbon skeleton 
14375 | basic amino acid | polar side chain | 3 phosphoglycerate | phosphate group 
14375 | basic amino acid | polar side chain | 3 phosphoglycerate | carboxyl group 
14379 | cytochrome | carbon skeleton | allosteric enzyme | carbon skeleton 
14379 | cytochrome | carbon skeleton | allosteric enzyme | active site 
14379 | cytochrome | carbon skeleton | allosteric enzyme | allosteric site 
14381 | dynein | carbon skeleton | P700 | carbon skeleton 
14381 | dynein | carbon skeleton | P700 | methyl group 
14382 | potassium | atomic nucleus | rough endoplasmic reticulum | cisternal space 
14383 | potassium | electron-shell | rough endoplasmic reticulum | cisternal space 
14385 | motor protein | carbon skeleton | NADP Plus | carbon skeleton 
14386 | lipid | carbon skeleton | carbon atom | atomic nucleus 
14387 | alcohol | carbon skeleton | amine | amino group 
14388 | alcohol | hydroxyl group | amine | amino group 
14394 | rubisco | active site | coenzyme A | carbon skeleton 
14394 | rubisco | active site | coenzyme A | sulfhydryl group 
14395 | rubisco | carbon skeleton | coenzyme A | carbon skeleton 
14395 | rubisco | carbon skeleton | coenzyme A | sulfhydryl group 
14400 | motor protein | carbon skeleton | rough endoplasmic reticulum | cisternal space 
14404 | mitochondrion | mitochondrial matrix | coenzyme A | carbon skeleton 
14404 | mitochondrion | mitochondrial matrix | coenzyme A | sulfhydryl group 
14405 | glucose-6-phosphate | carbonyl group | hydrocarbon molecule | carbon skeleton 
14406 | glucose-6-phosphate | carbon skeleton | hydrocarbon molecule | carbon skeleton 
14407 | glucose-6-phosphate | phosphate group | hydrocarbon molecule | carbon skeleton 
14415 | glucose-6-phosphate | carbonyl group | ATP | carbon skeleton 
14415 | glucose-6-phosphate | carbonyl group | ATP | phosphate group 
14415 | glucose-6-phosphate | carbonyl group | ATP | phosphate group 
14415 | glucose-6-phosphate | carbonyl group | ATP | phosphate group 
14416 | glucose-6-phosphate | carbon skeleton | ATP | carbon skeleton 
14416 | glucose-6-phosphate | carbon skeleton | ATP | phosphate group 
14416 | glucose-6-phosphate | carbon skeleton | ATP | phosphate group 
14416 | glucose-6-phosphate | carbon skeleton | ATP | phosphate group 
14417 | glucose-6-phosphate | phosphate group | ATP | carbon skeleton 
14417 | glucose-6-phosphate | phosphate group | ATP | phosphate group 
14417 | glucose-6-phosphate | phosphate group | ATP | phosphate group 
14417 | glucose-6-phosphate | phosphate group | ATP | phosphate group 
14418 | chloroplast membrane | intermembrane space | pentose | hydroxyl group 
14418 | chloroplast membrane | intermembrane space | pentose | carbonyl group 
14418 | chloroplast membrane | intermembrane space | pentose | carbon skeleton 
14419 | maltose | carbonyl group | sulfur atom | atomic nucleus 
14420 | maltose | hydroxyl group | sulfur atom | atomic nucleus 
14421 | maltose | carbon skeleton | sulfur atom | atomic nucleus 
14423 | tyrosine | hydroxyl group | prokaryote | nucleoid 
14424 | tyrosine | carbon skeleton | prokaryote | nucleoid 
14425 | tyrosine | carboxyl group | prokaryote | nucleoid 
14426 | tyrosine | amino group | prokaryote | nucleoid 
14427 | tyrosine | polar side chain | prokaryote | nucleoid 
14428 | P700 | carbon skeleton | chitin | hydroxyl group 
14428 | P700 | carbon skeleton | chitin | carbonyl group 
14428 | P700 | carbon skeleton | chitin | carbon skeleton 
14429 | P700 | methyl group | chitin | hydroxyl group 
14429 | P700 | methyl group | chitin | carbonyl group 
14429 | P700 | methyl group | chitin | carbon skeleton 
14440 | motor protein | carbon skeleton | aldehyde | carbon skeleton 
14440 | motor protein | carbon skeleton | aldehyde | carbonyl group 
14441 | aldehyde | carbon skeleton | carbon atom | atomic nucleus 
14442 | aldehyde | carbonyl group | carbon atom | atomic nucleus 
14444 | cholesterol | carbon skeleton | sulfur atom | atomic nucleus 
14449 | asparagine | carboxyl group | sulfur atom | atomic nucleus 
14450 | asparagine | polar side chain | sulfur atom | atomic nucleus 
14451 | asparagine | amino group | sulfur atom | atomic nucleus 
14452 | asparagine | carbonyl group | sulfur atom | atomic nucleus 
14453 | asparagine | amino group | sulfur atom | atomic nucleus 
14454 | asparagine | carbon skeleton | sulfur atom | atomic nucleus 
14456 | polypeptide | amino end of a protein | lactate | hydroxyl group 
14460 | hydrophobic amino acid | carboxyl group | allosteric enzyme | carbon skeleton 
14460 | hydrophobic amino acid | carboxyl group | allosteric enzyme | active site 
14460 | hydrophobic amino acid | carboxyl group | allosteric enzyme | allosteric site 
14461 | hydrophobic amino acid | carbon skeleton | allosteric enzyme | carbon skeleton 
14461 | hydrophobic amino acid | carbon skeleton | allosteric enzyme | active site 
14461 | hydrophobic amino acid | carbon skeleton | allosteric enzyme | allosteric site 
14462 | hydrophobic amino acid | amino group | allosteric enzyme | carbon skeleton 
14462 | hydrophobic amino acid | amino group | allosteric enzyme | active site 
14462 | hydrophobic amino acid | amino group | allosteric enzyme | allosteric site 
14463 | basic amino acid | amino group | AMP | carbon skeleton 
14463 | basic amino acid | amino group | AMP | phosphate group 
14464 | basic amino acid | carbon skeleton | AMP | carbon skeleton 
14464 | basic amino acid | carbon skeleton | AMP | phosphate group 
14465 | basic amino acid | carboxyl group | AMP | carbon skeleton 
14465 | basic amino acid | carboxyl group | AMP | phosphate group 
14466 | basic amino acid | polar side chain | AMP | carbon skeleton 
14466 | basic amino acid | polar side chain | AMP | phosphate group 
14471 | acidic amino acid | carbon skeleton | glycogen | carbonyl group 
14471 | acidic amino acid | carbon skeleton | glycogen | hydroxyl group 
14471 | acidic amino acid | carbon skeleton | glycogen | carbon skeleton 
14472 | acidic amino acid | carboxyl group | glycogen | carbonyl group 
14472 | acidic amino acid | carboxyl group | glycogen | hydroxyl group 
14472 | acidic amino acid | carboxyl group | glycogen | carbon skeleton 
14473 | acidic amino acid | amino group | glycogen | carbonyl group 
14473 | acidic amino acid | amino group | glycogen | hydroxyl group 
14473 | acidic amino acid | amino group | glycogen | carbon skeleton 
14474 | acidic amino acid | polar side chain | glycogen | carbonyl group 
14474 | acidic amino acid | polar side chain | glycogen | hydroxyl group 
14474 | acidic amino acid | polar side chain | glycogen | carbon skeleton 
14484 | hydrocarbon molecule | carbon skeleton | coenzyme A | carbon skeleton 
14484 | hydrocarbon molecule | carbon skeleton | coenzyme A | sulfhydryl group 
14485 | NAD plus | carbon skeleton | ketone | carbonyl group 
14485 | NAD plus | carbon skeleton | ketone | carbon skeleton 
14489 | thylakoid | thylakoid space | oligosaccharide | carbonyl group 
14493 | boron atom | atomic nucleus | channel protein | hydrophilic Channel 
14495 | amino acid | carbon skeleton | adenylyl cyclase | active site 
14496 | amino acid | carboxyl group | adenylyl cyclase | active site 
14497 | amino acid | amino group | adenylyl cyclase | active site 
14498 | amino acid | R-group | adenylyl cyclase | active site 
14499 | asparagine | carboxyl group | oligosaccharide | carbonyl group 
14500 | asparagine | polar side chain | oligosaccharide | carbonyl group 
14501 | asparagine | amino group | oligosaccharide | carbonyl group 
14502 | asparagine | carbonyl group | oligosaccharide | carbonyl group 
14503 | asparagine | amino group | oligosaccharide | carbonyl group 
14504 | asparagine | carbon skeleton | oligosaccharide | carbonyl group 
14506 | potassium | atomic nucleus | endoplasmic reticulum | cisternal space 
14507 | potassium | electron-shell | endoplasmic reticulum | cisternal space 
14508 | integral protein | carbon skeleton | alcohol | carbon skeleton 
14508 | integral protein | carbon skeleton | alcohol | hydroxyl group 
14510 | starch | carbon skeleton | coenzyme A | carbon skeleton 
14510 | starch | carbon skeleton | coenzyme A | sulfhydryl group 
14511 | starch | carbonyl group | coenzyme A | carbon skeleton 
14511 | starch | carbonyl group | coenzyme A | sulfhydryl group 
14512 | starch | hydroxyl group | coenzyme A | carbon skeleton 
14512 | starch | hydroxyl group | coenzyme A | sulfhydryl group 
14513 | maltose | carbonyl group | monosaccharide | hydroxyl group 
14513 | maltose | carbonyl group | monosaccharide | carbonyl group 
14513 | maltose | carbonyl group | monosaccharide | carbon skeleton 
14514 | maltose | hydroxyl group | monosaccharide | hydroxyl group 
14514 | maltose | hydroxyl group | monosaccharide | carbonyl group 
14514 | maltose | hydroxyl group | monosaccharide | carbon skeleton 
14515 | maltose | carbon skeleton | monosaccharide | hydroxyl group 
14515 | maltose | carbon skeleton | monosaccharide | carbonyl group 
14515 | maltose | carbon skeleton | monosaccharide | carbon skeleton 
14523 | GTP | phosphate group | hydrocarbon molecule | carbon skeleton 
14524 | GTP | carbon skeleton | hydrocarbon molecule | carbon skeleton 
14525 | alpha tubulin | amino end of a protein | monosaccharide | hydroxyl group 
14525 | alpha tubulin | amino end of a protein | monosaccharide | carbonyl group 
14525 | alpha tubulin | amino end of a protein | monosaccharide | carbon skeleton 
14526 | alpha tubulin | carbon skeleton | monosaccharide | hydroxyl group 
14526 | alpha tubulin | carbon skeleton | monosaccharide | carbonyl group 
14526 | alpha tubulin | carbon skeleton | monosaccharide | carbon skeleton 
14533 | polysaccharide | hydroxyl group | pyruvate | carbon skeleton 
14533 | polysaccharide | hydroxyl group | pyruvate | carboxyl group 
14533 | polysaccharide | hydroxyl group | pyruvate | carbonyl group 
14534 | polysaccharide | carbonyl group | pyruvate | carbon skeleton 
14534 | polysaccharide | carbonyl group | pyruvate | carboxyl group 
14534 | polysaccharide | carbonyl group | pyruvate | carbonyl group 
14535 | polysaccharide | carbon skeleton | pyruvate | carbon skeleton 
14535 | polysaccharide | carbon skeleton | pyruvate | carboxyl group 
14535 | polysaccharide | carbon skeleton | pyruvate | carbonyl group 
14539 | lysosomal enzyme | active site | mitochondrion | mitochondrial matrix 
14540 | lysosomal enzyme | carbon skeleton | mitochondrion | mitochondrial matrix 
14541 | oxidoreductase | carbon skeleton | phospholipid | carbon skeleton 
14541 | oxidoreductase | carbon skeleton | phospholipid | fatty acid tail 
14541 | oxidoreductase | carbon skeleton | phospholipid | fatty acid tail 
14541 | oxidoreductase | carbon skeleton | phospholipid | hydrophilic head 
14541 | oxidoreductase | carbon skeleton | phospholipid | phosphate group 
14543 | carbon atom | atomic nucleus | lactic acid | carbon skeleton 
14543 | carbon atom | atomic nucleus | lactic acid | carboxyl group 
14543 | carbon atom | atomic nucleus | lactic acid | hydroxyl group 
14544 | microfilament | carbon skeleton | lactic acid | carbon skeleton 
14544 | microfilament | carbon skeleton | lactic acid | carboxyl group 
14544 | microfilament | carbon skeleton | lactic acid | hydroxyl group 
14545 | P700 | carbon skeleton | amino acid | carbon skeleton 
14545 | P700 | carbon skeleton | amino acid | carboxyl group 
14545 | P700 | carbon skeleton | amino acid | amino group 
14545 | P700 | carbon skeleton | amino acid | R-group 
14546 | P700 | methyl group | amino acid | carbon skeleton 
14546 | P700 | methyl group | amino acid | carboxyl group 
14546 | P700 | methyl group | amino acid | amino group 
14546 | P700 | methyl group | amino acid | R-group 
14548 | amine | amino group | phosphatidylcholine | hydrophilic head 
14548 | amine | amino group | phosphatidylcholine | fatty acid tail 
14559 | alpha tubulin | amino end of a protein | polysaccharide | hydroxyl group 
14559 | alpha tubulin | amino end of a protein | polysaccharide | carbonyl group 
14559 | alpha tubulin | amino end of a protein | polysaccharide | carbon skeleton 
14560 | alpha tubulin | carbon skeleton | polysaccharide | hydroxyl group 
14560 | alpha tubulin | carbon skeleton | polysaccharide | carbonyl group 
14560 | alpha tubulin | carbon skeleton | polysaccharide | carbon skeleton 
14562 | boron atom | atomic nucleus | hydrocarbon molecule | carbon skeleton 
14584 | carboxylic acid | carbon skeleton | ATP | carbon skeleton 
14584 | carboxylic acid | carbon skeleton | ATP | phosphate group 
14584 | carboxylic acid | carbon skeleton | ATP | phosphate group 
14584 | carboxylic acid | carbon skeleton | ATP | phosphate group 
14585 | carboxylic acid | carboxyl group | ATP | carbon skeleton 
14585 | carboxylic acid | carboxyl group | ATP | phosphate group 
14585 | carboxylic acid | carboxyl group | ATP | phosphate group 
14585 | carboxylic acid | carboxyl group | ATP | phosphate group 
14587 | rough endoplasmic reticulum | cisternal space | carboxylic acid | carbon skeleton 
14587 | rough endoplasmic reticulum | cisternal space | carboxylic acid | carboxyl group 
14588 | carbon 14 atom | atomic nucleus | prokaryote | nucleoid 
14590 | prokaryote | nucleoid | GTP | phosphate group 
14590 | prokaryote | nucleoid | GTP | carbon skeleton 
14591 | pentose | hydroxyl group | rough endoplasmic reticulum | cisternal space 
14592 | pentose | carbonyl group | rough endoplasmic reticulum | cisternal space 
14593 | pentose | carbon skeleton | rough endoplasmic reticulum | cisternal space 
14594 | hydrophilic amino acid | carbon skeleton | amylose | hydroxyl group 
14594 | hydrophilic amino acid | carbon skeleton | amylose | carbon skeleton 
14594 | hydrophilic amino acid | carbon skeleton | amylose | carbonyl group 
14595 | hydrophilic amino acid | carboxyl group | amylose | hydroxyl group 
14595 | hydrophilic amino acid | carboxyl group | amylose | carbon skeleton 
14595 | hydrophilic amino acid | carboxyl group | amylose | carbonyl group 
14596 | hydrophilic amino acid | amino group | amylose | hydroxyl group 
14596 | hydrophilic amino acid | amino group | amylose | carbon skeleton 
14596 | hydrophilic amino acid | amino group | amylose | carbonyl group 
14597 | hydrophilic amino acid | R-group | amylose | hydroxyl group 
14597 | hydrophilic amino acid | R-group | amylose | carbon skeleton 
14597 | hydrophilic amino acid | R-group | amylose | carbonyl group 
14606 | tubulin | carbon skeleton | channel protein | hydrophilic Channel 
14611 | GTP | phosphate group | mitochondrion | mitochondrial matrix 
14612 | GTP | carbon skeleton | mitochondrion | mitochondrial matrix 
14613 | GTP | phosphate group | organic molecule | carbon skeleton 
14614 | GTP | carbon skeleton | organic molecule | carbon skeleton 
14618 | channel protein | hydrophilic Channel | coenzyme A | carbon skeleton 
14618 | channel protein | hydrophilic Channel | coenzyme A | sulfhydryl group 
14623 | sodium-potassium pump | carbon skeleton | enzyme | active site 
14624 | sodium-potassium pump | phosphate group | enzyme | active site 
14625 | pepsin | active site | carbon atom | atomic nucleus 
14626 | lysosomal enzyme | active site | NADP Plus | carbon skeleton 
14627 | lysosomal enzyme | carbon skeleton | NADP Plus | carbon skeleton 
14628 | hexose | hydroxyl group | glycogen | carbonyl group 
14628 | hexose | hydroxyl group | glycogen | hydroxyl group 
14628 | hexose | hydroxyl group | glycogen | carbon skeleton 
14629 | hexose | carbonyl group | glycogen | carbonyl group 
14629 | hexose | carbonyl group | glycogen | hydroxyl group 
14629 | hexose | carbonyl group | glycogen | carbon skeleton 
14630 | hexose | carbon skeleton | glycogen | carbonyl group 
14630 | hexose | carbon skeleton | glycogen | hydroxyl group 
14630 | hexose | carbon skeleton | glycogen | carbon skeleton 
14633 | pentose | hydroxyl group | ADP | carbon skeleton 
14633 | pentose | hydroxyl group | ADP | phosphate group 
14634 | pentose | carbonyl group | ADP | carbon skeleton 
14634 | pentose | carbonyl group | ADP | phosphate group 
14635 | pentose | carbon skeleton | ADP | carbon skeleton 
14635 | pentose | carbon skeleton | ADP | phosphate group 
14637 | phosphatidylcholine | hydrophilic head | oxidoreductase | carbon skeleton 
14638 | phosphatidylcholine | fatty acid tail | oxidoreductase | carbon skeleton 
14639 | cytochrome | carbon skeleton | aldehyde | carbon skeleton 
14639 | cytochrome | carbon skeleton | aldehyde | carbonyl group 
14642 | starch | carbon skeleton | channel protein | hydrophilic Channel 
14643 | starch | carbonyl group | channel protein | hydrophilic Channel 
14644 | starch | hydroxyl group | channel protein | hydrophilic Channel 
14648 | cellulose | hydroxyl group | amylose | hydroxyl group 
14648 | cellulose | hydroxyl group | amylose | carbon skeleton 
14648 | cellulose | hydroxyl group | amylose | carbonyl group 
14649 | cellulose | carbonyl group | amylose | hydroxyl group 
14649 | cellulose | carbonyl group | amylose | carbon skeleton 
14649 | cellulose | carbonyl group | amylose | carbonyl group 
14650 | cellulose | carbon skeleton | amylose | hydroxyl group 
14650 | cellulose | carbon skeleton | amylose | carbon skeleton 
14650 | cellulose | carbon skeleton | amylose | carbonyl group 
14653 | P700 | carbon skeleton | enzyme | active site 
14654 | P700 | methyl group | enzyme | active site 
14659 | atom | atomic nucleus | NADH | carbon skeleton 
14660 | atom | electron-shell | NADH | carbon skeleton 
14661 | rubisco | active site | pyruvate | carbon skeleton 
14661 | rubisco | active site | pyruvate | carboxyl group 
14661 | rubisco | active site | pyruvate | carbonyl group 
14662 | rubisco | carbon skeleton | pyruvate | carbon skeleton 
14662 | rubisco | carbon skeleton | pyruvate | carboxyl group 
14662 | rubisco | carbon skeleton | pyruvate | carbonyl group 
14666 | unsaturated fatty acid | carbon skeleton | storage polysaccharide | hydroxyl group 
14666 | unsaturated fatty acid | carbon skeleton | storage polysaccharide | carbonyl group 
14666 | unsaturated fatty acid | carbon skeleton | storage polysaccharide | carbon skeleton 
14667 | unsaturated fatty acid | carboxyl group | storage polysaccharide | hydroxyl group 
14667 | unsaturated fatty acid | carboxyl group | storage polysaccharide | carbonyl group 
14667 | unsaturated fatty acid | carboxyl group | storage polysaccharide | carbon skeleton 
14668 | ketone | carbonyl group | amino acid | carbon skeleton 
14668 | ketone | carbonyl group | amino acid | carboxyl group 
14668 | ketone | carbonyl group | amino acid | amino group 
14668 | ketone | carbonyl group | amino acid | R-group 
14669 | ketone | carbon skeleton | amino acid | carbon skeleton 
14669 | ketone | carbon skeleton | amino acid | carboxyl group 
14669 | ketone | carbon skeleton | amino acid | amino group 
14669 | ketone | carbon skeleton | amino acid | R-group 
14671 | peripheral protein | carbon skeleton | NADP Plus | carbon skeleton 
14677 | beta tubulin | amino end of a protein | channel protein | hydrophilic Channel 
14678 | beta tubulin | carbon skeleton | channel protein | hydrophilic Channel 
14683 | maltose | carbonyl group | triose | hydroxyl group 
14683 | maltose | carbonyl group | triose | carbonyl group 
14683 | maltose | carbonyl group | triose | carbon skeleton 
14684 | maltose | hydroxyl group | triose | hydroxyl group 
14684 | maltose | hydroxyl group | triose | carbonyl group 
14684 | maltose | hydroxyl group | triose | carbon skeleton 
14685 | maltose | carbon skeleton | triose | hydroxyl group 
14685 | maltose | carbon skeleton | triose | carbonyl group 
14685 | maltose | carbon skeleton | triose | carbon skeleton 
14686 | thylakoid | thylakoid space | ATP | carbon skeleton 
14686 | thylakoid | thylakoid space | ATP | phosphate group 
14686 | thylakoid | thylakoid space | ATP | phosphate group 
14686 | thylakoid | thylakoid space | ATP | phosphate group 
14689 | P700 | carbon skeleton | hexose | hydroxyl group 
14689 | P700 | carbon skeleton | hexose | carbonyl group 
14689 | P700 | carbon skeleton | hexose | carbon skeleton 
14690 | P700 | methyl group | hexose | hydroxyl group 
14690 | P700 | methyl group | hexose | carbonyl group 
14690 | P700 | methyl group | hexose | carbon skeleton 
14700 | maltose | carbonyl group | nucleotide | carbon skeleton 
14700 | maltose | carbonyl group | nucleotide | phosphate group 
14701 | maltose | hydroxyl group | nucleotide | carbon skeleton 
14701 | maltose | hydroxyl group | nucleotide | phosphate group 
14702 | maltose | carbon skeleton | nucleotide | carbon skeleton 
14702 | maltose | carbon skeleton | nucleotide | phosphate group 
14703 | ADP | carbon skeleton | prokaryote | nucleoid 
14704 | ADP | phosphate group | prokaryote | nucleoid 
14708 | alcohol | carbon skeleton | oxidoreductase | carbon skeleton 
14709 | alcohol | hydroxyl group | oxidoreductase | carbon skeleton 
14710 | fat molecule | fatty acid tail | channel protein | hydrophilic Channel 
14713 | sodium-potassium pump | carbon skeleton | ATP | carbon skeleton 
14713 | sodium-potassium pump | carbon skeleton | ATP | phosphate group 
14713 | sodium-potassium pump | carbon skeleton | ATP | phosphate group 
14713 | sodium-potassium pump | carbon skeleton | ATP | phosphate group 
14714 | sodium-potassium pump | phosphate group | ATP | carbon skeleton 
14714 | sodium-potassium pump | phosphate group | ATP | phosphate group 
14714 | sodium-potassium pump | phosphate group | ATP | phosphate group 
14714 | sodium-potassium pump | phosphate group | ATP | phosphate group 
14716 | aspartic acid | carboxyl group | nucleotide | carbon skeleton 
14716 | aspartic acid | carboxyl group | nucleotide | phosphate group 
14717 | aspartic acid | polar side chain | nucleotide | carbon skeleton 
14717 | aspartic acid | polar side chain | nucleotide | phosphate group 
14718 | aspartic acid | carbon skeleton | nucleotide | carbon skeleton 
14718 | aspartic acid | carbon skeleton | nucleotide | phosphate group 
14719 | aspartic acid | amino group | nucleotide | carbon skeleton 
14719 | aspartic acid | amino group | nucleotide | phosphate group 
14728 | lactate | hydroxyl group | nucleotide | carbon skeleton 
14728 | lactate | hydroxyl group | nucleotide | phosphate group 
14737 | integral protein | carbon skeleton | amylopectin | hydroxyl group 
14747 | tubulin | carbon skeleton | mitochondrion | mitochondrial matrix 
14749 | chlorophyll A | carbon skeleton | amino acid | carbon skeleton 
14749 | chlorophyll A | carbon skeleton | amino acid | carboxyl group 
14749 | chlorophyll A | carbon skeleton | amino acid | amino group 
14749 | chlorophyll A | carbon skeleton | amino acid | R-group 
14750 | chlorophyll A | methyl group | amino acid | carbon skeleton 
14750 | chlorophyll A | methyl group | amino acid | carboxyl group 
14750 | chlorophyll A | methyl group | amino acid | amino group 
14750 | chlorophyll A | methyl group | amino acid | R-group 
14751 | hydrogen atom | atomic nucleus | alcohol | carbon skeleton 
14751 | hydrogen atom | atomic nucleus | alcohol | hydroxyl group 
14752 | hydrogen atom | first electron-shell | alcohol | carbon skeleton 
14752 | hydrogen atom | first electron-shell | alcohol | hydroxyl group 
14753 | smooth endoplasmic reticulum | cisternal space | prokaryote | nucleoid 
14756 | phosphofructokinase | allosteric site | mitochondrion | mitochondrial matrix 
14757 | phosphofructokinase | carbon skeleton | mitochondrion | mitochondrial matrix 
14758 | phosphofructokinase | active site | mitochondrion | mitochondrial matrix 
14759 | potassium | atomic nucleus | oxidoreductase | carbon skeleton 
14760 | potassium | electron-shell | oxidoreductase | carbon skeleton 
14764 | phosphatidylcholine | hydrophilic head | prokaryote | nucleoid 
14765 | phosphatidylcholine | fatty acid tail | prokaryote | nucleoid 
14768 | disaccharide | carbon skeleton | rough endoplasmic reticulum | cisternal space 
14769 | disaccharide | carbonyl group | rough endoplasmic reticulum | cisternal space 
14770 | disaccharide | hydroxyl group | rough endoplasmic reticulum | cisternal space 
14771 | oxidoreductase | carbon skeleton | channel protein | hydrophilic Channel 
14775 | dynein | carbon skeleton | chitin | hydroxyl group 
14775 | dynein | carbon skeleton | chitin | carbonyl group 
14775 | dynein | carbon skeleton | chitin | carbon skeleton 
14784 | basic amino acid | amino group | ATP | carbon skeleton 
