15 | hydrogenated vegetable oil | saturated fat | hydrophobic substance | hydrophobic compound 
14877 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14877 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14877 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14877 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14877 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | phospholipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | phospholipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | phospholipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | lipid 
14878 | smooth endoplasmic reticulum | protein enzyme | phospholipid bilayer | phospholipid 
14879 | atom | proton | hydroxide ion | oxygen atom 
14879 | atom | proton | hydroxide ion | hydrogen atom 
14880 | atom | electron | hydroxide ion | oxygen atom 
14880 | atom | electron | hydroxide ion | hydrogen atom 
14883 | mesophyll | mesophyll cell | water molecule | oxygen atom 
14883 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14883 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14884 | mesophyll | mesophyll cell | water molecule | oxygen atom 
14884 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14884 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14885 | mesophyll | mesophyll cell | water molecule | oxygen atom 
14885 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14885 | mesophyll | mesophyll cell | water molecule | hydrogen atom 
14886 | chlorophyll A | magnesium atom | ice | water molecule 
14886 | chlorophyll A | magnesium atom | ice | water molecule 
14887 | chlorophyll A | hydrogen atom | ice | water molecule 
14887 | chlorophyll A | hydrogen atom | ice | water molecule 
14888 | hydrogenated vegetable oil | saturated fat | muscle | muscle cell 
14888 | hydrogenated vegetable oil | saturated fat | muscle | muscle cell 
14916 | calcium | electron | cytoskeleton | intermediate filament 
14916 | calcium | electron | cytoskeleton | microfilament 
14916 | calcium | electron | cytoskeleton | microtubule 
14917 | calcium | proton | cytoskeleton | intermediate filament 
14917 | calcium | proton | cytoskeleton | microfilament 
14917 | calcium | proton | cytoskeleton | microtubule 
14918 | calcium | neutron | cytoskeleton | intermediate filament 
14918 | calcium | neutron | cytoskeleton | microfilament 
14918 | calcium | neutron | cytoskeleton | microtubule 
14919 | chlorophyll A | magnesium atom | hydroxide ion | oxygen atom 
14919 | chlorophyll A | magnesium atom | hydroxide ion | hydrogen atom 
14920 | chlorophyll A | hydrogen atom | hydroxide ion | oxygen atom 
14920 | chlorophyll A | hydrogen atom | hydroxide ion | hydrogen atom 
14925 | vacuole | aqueous solution | polar substance | polar molecule 
14928 | microtubule | tubulin | proline | hydrogen atom 
14928 | microtubule | tubulin | proline | nitrogen atom 
14932 | cilium | protein enzyme | chloroplast | protein enzyme 
14932 | cilium | protein enzyme | chloroplast | chloroplast membrane 
14932 | cilium | protein enzyme | chloroplast | protein enzyme 
14932 | cilium | protein enzyme | chloroplast | carotenoid 
14932 | cilium | protein enzyme | chloroplast | granum 
14932 | cilium | protein enzyme | chloroplast | stroma 
14932 | cilium | protein enzyme | chloroplast | protein enzyme 
14932 | cilium | protein enzyme | chloroplast | ribosome 
14933 | cilium | aqueous solution | chloroplast | protein enzyme 
14933 | cilium | aqueous solution | chloroplast | chloroplast membrane 
14933 | cilium | aqueous solution | chloroplast | protein enzyme 
14933 | cilium | aqueous solution | chloroplast | carotenoid 
14933 | cilium | aqueous solution | chloroplast | granum 
14933 | cilium | aqueous solution | chloroplast | stroma 
14933 | cilium | aqueous solution | chloroplast | protein enzyme 
14933 | cilium | aqueous solution | chloroplast | ribosome 
14966 | gated Channel | polypeptide | cytoskeleton | intermediate filament 
14966 | gated Channel | polypeptide | cytoskeleton | microfilament 
14966 | gated Channel | polypeptide | cytoskeleton | microtubule 
14967 | gated Channel | monomer | cytoskeleton | intermediate filament 
14967 | gated Channel | monomer | cytoskeleton | microfilament 
14967 | gated Channel | monomer | cytoskeleton | microtubule 
14968 | gated Channel | atom | cytoskeleton | intermediate filament 
14968 | gated Channel | atom | cytoskeleton | microfilament 
14968 | gated Channel | atom | cytoskeleton | microtubule 
14969 | gated Channel | hydrophobic amino acid | cytoskeleton | intermediate filament 
14969 | gated Channel | hydrophobic amino acid | cytoskeleton | microfilament 
14969 | gated Channel | hydrophobic amino acid | cytoskeleton | microtubule 
14970 | gated Channel | polar amino acid | cytoskeleton | intermediate filament 
14970 | gated Channel | polar amino acid | cytoskeleton | microfilament 
14970 | gated Channel | polar amino acid | cytoskeleton | microtubule 
14971 | transport vesicle | aqueous solution | glycerol | hydrogen atom 
14972 | hydrogen atom | valence electron | ER membrane | carbohydrate 
14972 | hydrogen atom | valence electron | ER membrane | phospholipid bilayer 
14972 | hydrogen atom | valence electron | ER membrane | glycoprotein 
14972 | hydrogen atom | valence electron | ER membrane | saturated fatty acid 
14973 | hydrogen atom | proton | ER membrane | carbohydrate 
14973 | hydrogen atom | proton | ER membrane | phospholipid bilayer 
14973 | hydrogen atom | proton | ER membrane | glycoprotein 
14973 | hydrogen atom | proton | ER membrane | saturated fatty acid 
14974 | hydrogen atom | neutron | ER membrane | carbohydrate 
14974 | hydrogen atom | neutron | ER membrane | phospholipid bilayer 
14974 | hydrogen atom | neutron | ER membrane | glycoprotein 
14974 | hydrogen atom | neutron | ER membrane | saturated fatty acid 
15003 | tubulin | beta tubulin | acidic solution | water 
15003 | tubulin | beta tubulin | acidic solution | acid 
15003 | tubulin | beta tubulin | acidic solution | hydrogen ion 
15003 | tubulin | beta tubulin | acidic solution | anion 
15004 | tubulin | alpha tubulin | acidic solution | water 
15004 | tubulin | alpha tubulin | acidic solution | acid 
15004 | tubulin | alpha tubulin | acidic solution | hydrogen ion 
15004 | tubulin | alpha tubulin | acidic solution | anion 
15005 | tubulin | monomer | acidic solution | water 
15005 | tubulin | monomer | acidic solution | acid 
15005 | tubulin | monomer | acidic solution | hydrogen ion 
15005 | tubulin | monomer | acidic solution | anion 
15006 | tubulin | atom | acidic solution | water 
15006 | tubulin | atom | acidic solution | acid 
15006 | tubulin | atom | acidic solution | hydrogen ion 
15006 | tubulin | atom | acidic solution | anion 
15021 | alpha tubulin | amino acid | walled cell | cell wall 
15022 | alpha tubulin | monomer | walled cell | cell wall 
15023 | alpha tubulin | atom | walled cell | cell wall 
15031 | acetyl CoA | oxygen atom | actin | monomer 
15032 | acetyl CoA | coenzyme A | actin | monomer 
15033 | acetyl CoA | hydrogen atom | actin | monomer 
15034 | acetyl CoA | oxygen atom | actin | monomer 
15067 | glycolipid | atom | microtubule | tubulin 
15068 | glycolipid | carbohydrate side chain | microtubule | tubulin 
15071 | 3 phosphoglycerate | oxygen atom | receptor protein | monomer 
15072 | 3 phosphoglycerate | phosphorus atom | receptor protein | monomer 
15073 | 3 phosphoglycerate | oxygen atom | receptor protein | monomer 
15074 | 3 phosphoglycerate | hydrogen atom | receptor protein | monomer 
15075 | sodium chloride | sodium ion | polar substance | polar molecule 
15077 | lysosome | lysosomal enzyme | polar substance | polar molecule 
15078 | lysosome | lysosomal enzyme | polar substance | polar molecule 
15084 | eukaryotic cell | rough endoplasmic reticulum | hydroxide ion | oxygen atom 
15084 | eukaryotic cell | rough endoplasmic reticulum | hydroxide ion | hydrogen atom 
15085 | eukaryotic cell | Golgi apparatus | hydroxide ion | oxygen atom 
15085 | eukaryotic cell | Golgi apparatus | hydroxide ion | hydrogen atom 
15086 | eukaryotic cell | nucleus | hydroxide ion | oxygen atom 
15086 | eukaryotic cell | nucleus | hydroxide ion | hydrogen atom 
15087 | eukaryotic cell | cytoplasm | hydroxide ion | oxygen atom 
15087 | eukaryotic cell | cytoplasm | hydroxide ion | hydrogen atom 
15088 | eukaryotic cell | mitochondrion | hydroxide ion | oxygen atom 
15088 | eukaryotic cell | mitochondrion | hydroxide ion | hydrogen atom 
15089 | eukaryotic cell | smooth endoplasmic reticulum | hydroxide ion | oxygen atom 
15089 | eukaryotic cell | smooth endoplasmic reticulum | hydroxide ion | hydrogen atom 
15092 | nuclear-envelope | pore complex | smooth endoplasmic reticulum | ER membrane 
15092 | nuclear-envelope | pore complex | smooth endoplasmic reticulum | cisterna 
15092 | nuclear-envelope | pore complex | smooth endoplasmic reticulum | aqueous solution 
15092 | nuclear-envelope | pore complex | smooth endoplasmic reticulum | protein enzyme 
15092 | nuclear-envelope | pore complex | smooth endoplasmic reticulum | protein enzyme 
15093 | nuclear-envelope | phospholipid bilayer | smooth endoplasmic reticulum | ER membrane 
15093 | nuclear-envelope | phospholipid bilayer | smooth endoplasmic reticulum | cisterna 
15093 | nuclear-envelope | phospholipid bilayer | smooth endoplasmic reticulum | aqueous solution 
15093 | nuclear-envelope | phospholipid bilayer | smooth endoplasmic reticulum | protein enzyme 
15093 | nuclear-envelope | phospholipid bilayer | smooth endoplasmic reticulum | protein enzyme 
15094 | nuclear-envelope | glycoprotein | smooth endoplasmic reticulum | ER membrane 
15094 | nuclear-envelope | glycoprotein | smooth endoplasmic reticulum | cisterna 
15094 | nuclear-envelope | glycoprotein | smooth endoplasmic reticulum | aqueous solution 
15094 | nuclear-envelope | glycoprotein | smooth endoplasmic reticulum | protein enzyme 
15094 | nuclear-envelope | glycoprotein | smooth endoplasmic reticulum | protein enzyme 
15095 | nuclear-envelope | saturated fatty acid | smooth endoplasmic reticulum | ER membrane 
15095 | nuclear-envelope | saturated fatty acid | smooth endoplasmic reticulum | cisterna 
15095 | nuclear-envelope | saturated fatty acid | smooth endoplasmic reticulum | aqueous solution 
15095 | nuclear-envelope | saturated fatty acid | smooth endoplasmic reticulum | protein enzyme 
15095 | nuclear-envelope | saturated fatty acid | smooth endoplasmic reticulum | protein enzyme 
15120 | NADPH | atom | microvillus | microfilament 
15135 | lead atom | neutron | glycerol | hydrogen atom 
15136 | lead atom | valence electron | glycerol | hydrogen atom 
15137 | C4 plant | water | endoplasmic reticulum | ER membrane 
15137 | C4 plant | water | endoplasmic reticulum | cisterna 
15137 | C4 plant | water | endoplasmic reticulum | protein enzyme 
15137 | C4 plant | water | endoplasmic reticulum | aqueous solution 
15137 | C4 plant | water | endoplasmic reticulum | cisterna 
15138 | C4 plant | plant cell | endoplasmic reticulum | ER membrane 
15138 | C4 plant | plant cell | endoplasmic reticulum | cisterna 
15138 | C4 plant | plant cell | endoplasmic reticulum | protein enzyme 
15138 | C4 plant | plant cell | endoplasmic reticulum | aqueous solution 
15138 | C4 plant | plant cell | endoplasmic reticulum | cisterna 
15139 | C4 plant | leaf | endoplasmic reticulum | ER membrane 
15139 | C4 plant | leaf | endoplasmic reticulum | cisterna 
15139 | C4 plant | leaf | endoplasmic reticulum | protein enzyme 
15139 | C4 plant | leaf | endoplasmic reticulum | aqueous solution 
15139 | C4 plant | leaf | endoplasmic reticulum | cisterna 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | ER membrane 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | cisterna 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | protein enzyme 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | aqueous solution 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | cisterna 
15141 | monosaccharide | hydrogen atom | fat molecule | glycerol 
15141 | monosaccharide | hydrogen atom | fat molecule | fatty acid 
15142 | monosaccharide | oxygen atom | fat molecule | glycerol 
15142 | monosaccharide | oxygen atom | fat molecule | fatty acid 
15143 | monosaccharide | oxygen atom | fat molecule | glycerol 
15143 | monosaccharide | oxygen atom | fat molecule | fatty acid 
15154 | sodium chloride | sodium ion | neutral solution | hydroxide ion 
15154 | sodium chloride | sodium ion | neutral solution | hydrogen ion 
15159 | cell wall | carbohydrate | animal | animal cell 
15159 | cell wall | carbohydrate | animal | water 
15160 | cell wall | protein | animal | animal cell 
15160 | cell wall | protein | animal | water 
15207 | unsaturated fat | unsaturated fatty acid | ionic compound | anion 
15207 | unsaturated fat | unsaturated fatty acid | ionic compound | cation 
15216 | oxygen atom | valence electron | oxygen molecule | oxygen atom 
15216 | oxygen atom | valence electron | oxygen molecule | oxygen atom 
15217 | oxygen atom | valence electron | oxygen molecule | oxygen atom 
15217 | oxygen atom | valence electron | oxygen molecule | oxygen atom 
15218 | oxygen atom | neutron | oxygen molecule | oxygen atom 
15218 | oxygen atom | neutron | oxygen molecule | oxygen atom 
15222 | algal cell | nucleus | mesophyll | mesophyll cell 
15222 | algal cell | nucleus | mesophyll | mesophyll cell 
15222 | algal cell | nucleus | mesophyll | mesophyll cell 
15223 | algal cell | rough endoplasmic reticulum | mesophyll | mesophyll cell 
15223 | algal cell | rough endoplasmic reticulum | mesophyll | mesophyll cell 
15223 | algal cell | rough endoplasmic reticulum | mesophyll | mesophyll cell 
15224 | algal cell | smooth endoplasmic reticulum | mesophyll | mesophyll cell 
15224 | algal cell | smooth endoplasmic reticulum | mesophyll | mesophyll cell 
15224 | algal cell | smooth endoplasmic reticulum | mesophyll | mesophyll cell 
15225 | algal cell | mitochondrion | mesophyll | mesophyll cell 
15225 | algal cell | mitochondrion | mesophyll | mesophyll cell 
15225 | algal cell | mitochondrion | mesophyll | mesophyll cell 
15226 | algal cell | cytoplasm | mesophyll | mesophyll cell 
15226 | algal cell | cytoplasm | mesophyll | mesophyll cell 
15226 | algal cell | cytoplasm | mesophyll | mesophyll cell 
15227 | algal cell | Golgi apparatus | mesophyll | mesophyll cell 
15227 | algal cell | Golgi apparatus | mesophyll | mesophyll cell 
15227 | algal cell | Golgi apparatus | mesophyll | mesophyll cell 
15228 | phosphorus atom | neutron | chromosome | DNA 
15228 | phosphorus atom | neutron | chromosome | protein 
15229 | phosphorus atom | valence electron | chromosome | DNA 
15229 | phosphorus atom | valence electron | chromosome | protein 
15230 | phosphorus atom | valence electron | chromosome | DNA 
15230 | phosphorus atom | valence electron | chromosome | protein 
15233 | cell wall | carbohydrate | heme | iron atom 
15234 | cell wall | protein | heme | iron atom 
15235 | algal cell | nucleus | algae | water 
15236 | algal cell | rough endoplasmic reticulum | algae | water 
15237 | algal cell | smooth endoplasmic reticulum | algae | water 
15238 | algal cell | mitochondrion | algae | water 
15239 | algal cell | cytoplasm | algae | water 
15240 | algal cell | Golgi apparatus | algae | water 
15248 | vesicle | aqueous solution | ice | water molecule 
15248 | vesicle | aqueous solution | ice | water molecule 
15264 | exoskeleton | chitin | oxygen molecule | oxygen atom 
15264 | exoskeleton | chitin | oxygen molecule | oxygen atom 
15274 | pentose | oxygen atom | polar substance | polar molecule 
15275 | pentose | hydrogen atom | polar substance | polar molecule 
15276 | pentose | oxygen atom | polar substance | polar molecule 
15280 | monosaccharide | hydrogen atom | water vapour | water molecule 
15281 | monosaccharide | oxygen atom | water vapour | water molecule 
15282 | monosaccharide | oxygen atom | water vapour | water molecule 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | protein enzyme 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | chloroplast membrane 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | protein enzyme 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | carotenoid 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | granum 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | stroma 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | protein enzyme 
15288 | hydrophobic substance | hydrophobic compound | chloroplast | ribosome 
15291 | sunlight | ultraviolet ray | nucleoside | nitrogenous base 
15291 | sunlight | ultraviolet ray | nucleoside | pentose 
15292 | sunlight | infrared ray | nucleoside | nitrogenous base 
15292 | sunlight | infrared ray | nucleoside | pentose 
15293 | sunlight | visible light | nucleoside | nitrogenous base 
15293 | sunlight | visible light | nucleoside | pentose 
15294 | algal cell | nucleus | exoskeleton | chitin 
15295 | algal cell | rough endoplasmic reticulum | exoskeleton | chitin 
15296 | algal cell | smooth endoplasmic reticulum | exoskeleton | chitin 
15297 | algal cell | mitochondrion | exoskeleton | chitin 
15298 | algal cell | cytoplasm | exoskeleton | chitin 
15299 | algal cell | Golgi apparatus | exoskeleton | chitin 
15313 | plastid | aqueous solution | sunlight | ultraviolet ray 
15313 | plastid | aqueous solution | sunlight | infrared ray 
15313 | plastid | aqueous solution | sunlight | visible light 
15334 | glycolipid | atom | chloroplast | protein enzyme 
15334 | glycolipid | atom | chloroplast | chloroplast membrane 
15334 | glycolipid | atom | chloroplast | protein enzyme 
15334 | glycolipid | atom | chloroplast | carotenoid 
15334 | glycolipid | atom | chloroplast | granum 
15334 | glycolipid | atom | chloroplast | stroma 
15334 | glycolipid | atom | chloroplast | protein enzyme 
15334 | glycolipid | atom | chloroplast | ribosome 
15335 | glycolipid | carbohydrate side chain | chloroplast | protein enzyme 
15335 | glycolipid | carbohydrate side chain | chloroplast | chloroplast membrane 
15335 | glycolipid | carbohydrate side chain | chloroplast | protein enzyme 
15335 | glycolipid | carbohydrate side chain | chloroplast | carotenoid 
15335 | glycolipid | carbohydrate side chain | chloroplast | granum 
15335 | glycolipid | carbohydrate side chain | chloroplast | stroma 
15335 | glycolipid | carbohydrate side chain | chloroplast | protein enzyme 
15335 | glycolipid | carbohydrate side chain | chloroplast | ribosome 
15336 | cholesterol | atom | phospholipid bilayer | phospholipid 
15336 | cholesterol | atom | phospholipid bilayer | phospholipid 
15336 | cholesterol | atom | phospholipid bilayer | lipid 
15336 | cholesterol | atom | phospholipid bilayer | lipid 
15336 | cholesterol | atom | phospholipid bilayer | lipid 
15336 | cholesterol | atom | phospholipid bilayer | lipid 
15336 | cholesterol | atom | phospholipid bilayer | phospholipid 
15366 | mesophyll | mesophyll cell | neutral solution | hydroxide ion 
15366 | mesophyll | mesophyll cell | neutral solution | hydrogen ion 
15367 | mesophyll | mesophyll cell | neutral solution | hydroxide ion 
15367 | mesophyll | mesophyll cell | neutral solution | hydrogen ion 
15368 | mesophyll | mesophyll cell | neutral solution | hydroxide ion 
15368 | mesophyll | mesophyll cell | neutral solution | hydrogen ion 
15369 | microfilament | monomer | O2-gas | oxygen molecule 
15370 | microfilament | actin | O2-gas | oxygen molecule 
15371 | microfilament | polypeptide | O2-gas | oxygen molecule 
15372 | microfilament | atom | O2-gas | oxygen molecule 
15388 | nitrogenous base | hydrogen atom | exoskeleton | chitin 
15389 | walled cell | cell wall | buffer | weak acid 
15389 | walled cell | cell wall | buffer | base 
15402 | allosteric enzyme | atom | buffer | weak acid 
15402 | allosteric enzyme | atom | buffer | base 
15403 | allosteric enzyme | monomer | buffer | weak acid 
15403 | allosteric enzyme | monomer | buffer | base 
15423 | PEP carboxylase | atom | ER membrane | carbohydrate 
15423 | PEP carboxylase | atom | ER membrane | phospholipid bilayer 
15423 | PEP carboxylase | atom | ER membrane | glycoprotein 
15423 | PEP carboxylase | atom | ER membrane | saturated fatty acid 
15424 | PEP carboxylase | monomer | ER membrane | carbohydrate 
15424 | PEP carboxylase | monomer | ER membrane | phospholipid bilayer 
15424 | PEP carboxylase | monomer | ER membrane | glycoprotein 
15424 | PEP carboxylase | monomer | ER membrane | saturated fatty acid 
15425 | PEP carboxylase | polypeptide | ER membrane | carbohydrate 
15425 | PEP carboxylase | polypeptide | ER membrane | phospholipid bilayer 
15425 | PEP carboxylase | polypeptide | ER membrane | glycoprotein 
15425 | PEP carboxylase | polypeptide | ER membrane | saturated fatty acid 
15426 | aspartic acid | hydrogen atom | chromosome | DNA 
15426 | aspartic acid | hydrogen atom | chromosome | protein 
15427 | aspartic acid | nitrogen atom | chromosome | DNA 
15427 | aspartic acid | nitrogen atom | chromosome | protein 
15428 | aspartic acid | oxygen atom | chromosome | DNA 
15428 | aspartic acid | oxygen atom | chromosome | protein 
15429 | aspartic acid | oxygen atom | chromosome | DNA 
15429 | aspartic acid | oxygen atom | chromosome | protein 
15430 | aspartic acid | hydrogen atom | chromosome | DNA 
15430 | aspartic acid | hydrogen atom | chromosome | protein 
15442 | hydrophobic substance | hydrophobic compound | chromosome | DNA 
15442 | hydrophobic substance | hydrophobic compound | chromosome | protein 
15443 | light | photon | actin | monomer 
15444 | organic molecule | atom | water | water molecule 
15444 | organic molecule | atom | water | water molecule 
15446 | microfibril | atom | algae | water 
15473 | plastoquinone | atom | ER membrane | carbohydrate 
15473 | plastoquinone | atom | ER membrane | phospholipid bilayer 
15473 | plastoquinone | atom | ER membrane | glycoprotein 
15473 | plastoquinone | atom | ER membrane | saturated fatty acid 
15477 | motor protein | monomer | ice | water molecule 
15477 | motor protein | monomer | ice | water molecule 
15478 | motor protein | atom | ice | water molecule 
15478 | motor protein | atom | ice | water molecule 
15479 | motor protein | polypeptide | ice | water molecule 
15479 | motor protein | polypeptide | ice | water molecule 
15480 | glycolipid | atom | microtubule | tubulin 
15481 | glycolipid | carbohydrate side chain | microtubule | tubulin 
15484 | cilium | protein enzyme | buffer | weak acid 
15484 | cilium | protein enzyme | buffer | base 
15485 | cilium | aqueous solution | buffer | weak acid 
15485 | cilium | aqueous solution | buffer | base 
15488 | carbon dioxide | oxygen atom | ice | water molecule 
15488 | carbon dioxide | oxygen atom | ice | water molecule 
15489 | carbon dioxide | oxygen atom | ice | water molecule 
15489 | carbon dioxide | oxygen atom | ice | water molecule 
15503 | algal cell | nucleus | buffer | weak acid 
15503 | algal cell | nucleus | buffer | base 
15504 | algal cell | rough endoplasmic reticulum | buffer | weak acid 
15504 | algal cell | rough endoplasmic reticulum | buffer | base 
15505 | algal cell | smooth endoplasmic reticulum | buffer | weak acid 
15505 | algal cell | smooth endoplasmic reticulum | buffer | base 
15506 | algal cell | mitochondrion | buffer | weak acid 
15506 | algal cell | mitochondrion | buffer | base 
15507 | algal cell | cytoplasm | buffer | weak acid 
15507 | algal cell | cytoplasm | buffer | base 
15508 | algal cell | Golgi apparatus | buffer | weak acid 
15508 | algal cell | Golgi apparatus | buffer | base 
15509 | AMP | phosphorus atom | light | photon 
15510 | AMP | oxygen atom | light | photon 
15511 | AMP | oxygen atom | light | photon 
15512 | light | photon | heme | iron atom 
15516 | gated Channel | polypeptide | algae | water 
15517 | gated Channel | monomer | algae | water 
15518 | gated Channel | atom | algae | water 
15519 | gated Channel | hydrophobic amino acid | algae | water 
15520 | gated Channel | polar amino acid | algae | water 
15521 | phospholipid | fatty acid | radioactive tracer | radioactive isotope 
15522 | phospholipid | glycerol | radioactive tracer | radioactive isotope 
15523 | phospholipid | fatty acid | radioactive tracer | radioactive isotope 
15524 | phospholipid | phosphorus atom | radioactive tracer | radioactive isotope 
15525 | phospholipid | oxygen atom | radioactive tracer | radioactive isotope 
15527 | animal | animal cell | rough endoplasmic reticulum | protein enzyme 
15527 | animal | animal cell | rough endoplasmic reticulum | aqueous solution 
15527 | animal | animal cell | rough endoplasmic reticulum | bound ribosome 
15527 | animal | animal cell | rough endoplasmic reticulum | ER membrane 
15528 | animal | water | rough endoplasmic reticulum | protein enzyme 
15528 | animal | water | rough endoplasmic reticulum | aqueous solution 
15528 | animal | water | rough endoplasmic reticulum | bound ribosome 
15528 | animal | water | rough endoplasmic reticulum | ER membrane 
15533 | unsaturated fat | unsaturated fatty acid | muscle | muscle cell 
15533 | unsaturated fat | unsaturated fatty acid | muscle | muscle cell 
15535 | ribulose bisphosphate | hydrogen atom | heme | iron atom 
15536 | ribulose bisphosphate | oxygen atom | heme | iron atom 
15537 | ribulose bisphosphate | oxygen atom | heme | iron atom 
15538 | hemoglobin | monomer | algae | water 
15539 | hemoglobin | atom | algae | water 
15547 | oxidoreductase | monomer | unsaturated fat | unsaturated fatty acid 
15548 | oxidoreductase | atom | unsaturated fat | unsaturated fatty acid 
15549 | hemoglobin | monomer | polymer | monomer 
15549 | hemoglobin | monomer | polymer | monomer 
15550 | hemoglobin | atom | polymer | monomer 
15550 | hemoglobin | atom | polymer | monomer 
15564 | ice | water molecule | nucleoside | nitrogenous base 
15564 | ice | water molecule | nucleoside | pentose 
15565 | ice | water molecule | nucleoside | nitrogenous base 
15565 | ice | water molecule | nucleoside | pentose 
15579 | acetaldehyde | hydrogen atom | amylopectin | monomer 
15579 | acetaldehyde | hydrogen atom | amylopectin | alpha glucose 
15579 | acetaldehyde | hydrogen atom | amylopectin | hydrogen atom 
15579 | acetaldehyde | hydrogen atom | amylopectin | oxygen atom 
15579 | acetaldehyde | hydrogen atom | amylopectin | oxygen atom 
15585 | integrin | polypeptide | microvillus | microfilament 
15586 | integrin | monomer | microvillus | microfilament 
15587 | integrin | hydrophobic amino acid | microvillus | microfilament 
15588 | integrin | polar amino acid | microvillus | microfilament 
15589 | integrin | atom | microvillus | microfilament 
15590 | buffered solution | buffer | capsule | aqueous solution 
15593 | nucleotide | nucleoside | polar substance | polar molecule 
15594 | nucleotide | phosphorus atom | polar substance | polar molecule 
15595 | nucleotide | oxygen atom | polar substance | polar molecule 
15596 | nucleotide | oxygen atom | polar substance | polar molecule 
15597 | glucose | hydrogen atom | protein | polypeptide 
15598 | glucose | oxygen atom | protein | polypeptide 
15599 | glucose | oxygen atom | protein | polypeptide 
15616 | tubulin | beta tubulin | microtubule | tubulin 
15617 | tubulin | alpha tubulin | microtubule | tubulin 
15618 | tubulin | monomer | microtubule | tubulin 
15619 | tubulin | atom | microtubule | tubulin 
15620 | animal cell | centrosome | smooth endoplasmic reticulum | ER membrane 
15620 | animal cell | centrosome | smooth endoplasmic reticulum | cisterna 
15620 | animal cell | centrosome | smooth endoplasmic reticulum | aqueous solution 
15620 | animal cell | centrosome | smooth endoplasmic reticulum | protein enzyme 
15620 | animal cell | centrosome | smooth endoplasmic reticulum | protein enzyme 
15621 | animal cell | nucleus | smooth endoplasmic reticulum | ER membrane 
15621 | animal cell | nucleus | smooth endoplasmic reticulum | cisterna 
15621 | animal cell | nucleus | smooth endoplasmic reticulum | aqueous solution 
15621 | animal cell | nucleus | smooth endoplasmic reticulum | protein enzyme 
15621 | animal cell | nucleus | smooth endoplasmic reticulum | protein enzyme 
15622 | animal cell | cytoplasm | smooth endoplasmic reticulum | ER membrane 
15622 | animal cell | cytoplasm | smooth endoplasmic reticulum | cisterna 
15622 | animal cell | cytoplasm | smooth endoplasmic reticulum | aqueous solution 
15622 | animal cell | cytoplasm | smooth endoplasmic reticulum | protein enzyme 
15622 | animal cell | cytoplasm | smooth endoplasmic reticulum | protein enzyme 
15623 | animal cell | mitochondrion | smooth endoplasmic reticulum | ER membrane 
15623 | animal cell | mitochondrion | smooth endoplasmic reticulum | cisterna 
15623 | animal cell | mitochondrion | smooth endoplasmic reticulum | aqueous solution 
15623 | animal cell | mitochondrion | smooth endoplasmic reticulum | protein enzyme 
15623 | animal cell | mitochondrion | smooth endoplasmic reticulum | protein enzyme 
15624 | animal cell | rough endoplasmic reticulum | smooth endoplasmic reticulum | ER membrane 
15624 | animal cell | rough endoplasmic reticulum | smooth endoplasmic reticulum | cisterna 
15624 | animal cell | rough endoplasmic reticulum | smooth endoplasmic reticulum | aqueous solution 
15624 | animal cell | rough endoplasmic reticulum | smooth endoplasmic reticulum | protein enzyme 
15624 | animal cell | rough endoplasmic reticulum | smooth endoplasmic reticulum | protein enzyme 
15625 | animal cell | smooth endoplasmic reticulum | smooth endoplasmic reticulum | ER membrane 
15625 | animal cell | smooth endoplasmic reticulum | smooth endoplasmic reticulum | cisterna 
15625 | animal cell | smooth endoplasmic reticulum | smooth endoplasmic reticulum | aqueous solution 
15625 | animal cell | smooth endoplasmic reticulum | smooth endoplasmic reticulum | protein enzyme 
